,Song_name,travis
125,one night   ,"""I wake up to find you lying awake with your hands in your head You cannot run can't escape from the things that you said And you can tell anybody Anybody who comes You can tell anybody But the damage is done The new day's begun"", ""One night Can change everything in your life One night Can make everything alright One night Can turn all your colours to white One night It's easier said than done"", ""Turning and turning but never returning to what you once had Learning to care for the ones you hold dear but it's too... it's too bad"", ""One night Can change everything in your life One night Can make everything alright One night Can turn all your colours to white One night It's easier said than done"", ""All that I am All that I am All that I am"", ""Lying beside you as cold as a statue your hands are still warm Trying to wake you as daylight it breaks through the eye of the storm So you can tell everybody Everybody who comes You can tell everybody But the damage is done The new day's begun"", ""One night Can change everything in your life One night Can make everything alright One night Can turn all your colours to white One night It's easier said than done One night One night One night One night It's easier said than done"""
126,safe   ,"""Take all the goods from all the bads And tell the people that you've gone away Now lift your head up to the sky And now you can tell apart the black from the white"", ""And you wish the time they treasure dear And my only thought is that they could be right Well look, there goes another year About as distant as a satellite"", ""And I feel safe - so safe And I feel safe - so safe And I feel safe - so safe So safe"", ""The world's a small child in the dark And my mind's the same place that it's always been The monsters seem to fade so fast Upon the waking of another dream"", ""And I feel safe - so safe And I feel safe - so safe"", ""And I feel safe, I feel so brave I'm not afraid of anything they've got to say And you're okay, because your tucked away Don't go astray You've got to be just who you are, who you are"", ""When I was young things didn't last My only cares went to the price of sweets Now I'm more older I can laugh A darling mixed up man with problem teeth"", ""And I feel safe - so safe And I feel safe - so safe And I feel safe - so safe So safe"", ""And I feel safe - so safe And I feel safe - so safe And I feel safe - so safe So safe"""
127,falling down   ,"""You think, I don't know I swear, that I do This time on my hands I've had all this time"", ""And I got a kick out of you Now I'm falling down And I'm felling sick how 'bout you Oh I'm falling"", ""But you seem out of sorts But I know we'll be fine These chances we take Time wastes so much time"", ""But I can't stand anymore Without falling down And I'm getting used to the floor Forever falling"", ""And I got a kick out of you Now I'm falling down And I'm feeling sick how 'bout you Oh I'm falling Yeah I'm falling"""
128,last words   ,"""Trying to shine a light into the dark Corners of the mind and of the heart Find out what you're carrying around Things you can't remember having found"", ""Holding on all the best you can Finding out In a nick of time"", ""Of the last words Are hanging on my phone Of the last words Even when you're standing on your own Of the last words Are lying on my floor Of the last words"", ""Trying to find a place you can begin Cling to fill the space you're living in Rip it up and start it all again Turning all your enemies into friends"", ""Holding on All the best you can Finding out In a nick of time"", ""Of the last words Are hanging on my phone Of the last words Even when you're standing on your own Of the last words Are lying on my floor Of the last words"", ""Of the last words Are hanging on my phone Of the last words Even when you're standing on your own Of the last words Are lying on your floor Of the last words I know, in know, you know"", ""Of the last words Are hanging on my phone Of the last words Even when you're standing on your own Of the last words Are lying on your floor Of the last words Of the last words"""
129,youre a big girl now   ,"""Our conversation was short and sweet It nearly swept me off-a my feet And I'm back here in the rain Oh and you are on dry land You made it there somehow You're a big girl now Bird on the horizon, sittin' on a fence He's singin' a song for me at his own expense And I'm just like that bird Oh singin' just for you I hope that you can hear Hear me singin' through these tears Time is a jet plane, it moves too fast Oh, but what is the use of changing if all we've shared can't last I can change, I swear Oh see what you can do I can make it through You can make it too Love is so simple, to quote a phrase You've known it all the time, I'm learnin' it these days Oh, I know I can find you Oh in somebody's room It's a price I have to pay You're a big girl all the way A change in the weather is known to be extreme What's the use of changing horses in midstream I'm going out of my mind Oh with a pain that stops and starts Like a corkscrew to my heart Ever since we've been apart"""
130,turn   ,"""I want to see what people saw I want to feel like I felt before I'd like to see the kingdom come I want to feel forever young"", ""I want to sing To sing my song I want to live in a world where I belong I want to live I will survive And I believe that it won't be very long"", ""If we turn, turn, turn, turn, turn Turn, turn, turn If we turn, turn, turn, turn, turn Then we might learn"", ""So where's the stars? Up in the sky And what's the moon? A big balloon We'll never know unless we grow There's so much world outside the door"", ""I want to sing To sing my song I want to live in a world where I'll be strong I want to live I will survive And I believe that it won't be very long"", ""If we turn, turn, turn, turn, turn Turn, turn, turn If we turn, turn, turn, turn, turn Then we might learn, learn"", ""We've got to turn We've got to turn"", ""If we turn, turn, turn, turn, turn Turn, turn, turn If we turn, turn, turn, turn, turn Then we might learn Learn to turn"""
131,good feeling   ,"""I've got a good feelin' Like I know how I'm feelin' Scraping me off the ceilin' Back to that good feelin'"", ""Now I find it hard living Wasting our time giving When will they all give in Into that good feeling?"", ""Now I got a good feelin' Like I know how I'm feelin' Scrapin' me off the ceiling Back to that good feeling"", ""You picked a time, a very fine time To look at me, you'd see that I was fine Happy too, just towing on your line But you're afraid of what you'll find behind"", ""In twenty years from now, I'll be the same And you'll be changing all the letters In your maiden name Ah you're thinkin' that we're one But we'll never be the same"", ""'Cause I got a good feeling That I know, I'm not missing Anything you're giving Isn't worth this good feeling"", ""Now I've got a good feelin' Well like I know how I'm feelin' Scraping me off the ceilin' Back to that good feelin'"", ""Now I find it hard living Wasting our time giving When will they all give in Into that good feeling? Into that good feeling? Into that good feeling?"""
132,happy   ,"""It starts in the morning When you're lying next to me I'm rolling, I'm rolling I'm rolling so quickly Now I'm not a doctor And I'm not a lawyer I get a prescription and set it on fire Blow me a kiss, I'll be happy for the rest of my life"", ""And I'm so happy 'cause you're so happy I'm so happy 'cause you're so happy I'm so happy 'cause you're so happy And I'm so happy 'cause you're so happy Oh, oh, aw And I'm so happy"", ""And I really shouldn't like it But I love it When I say I'm not excited You're invited And I think I'm getting older There's this weight across ma shoulder Its a shame we're the same Such a shame I'm to blame all the time"", ""But early this evening I wanted to be with you I got on the blower The next thing I know you're speaking Now I'm gonna tell you what I've been thinking And I've got a hunch that you're thinking the same thing and with some luck We'll be lying together tonight"", ""And I'm so happy 'cause you're so happy I'm so happy 'cause you're so happy I'm so happy 'cause you're so happy And I'm so happy 'cause you're so happy Oh, oh, aw And I'm so happy"", ""Oh, oh, ah Oh, oh, ah Oh, oh, ah And I'm so happy"""
133,say hello   ,"""Just a little prayer Living in my mouth Wish you were here Could be somehow This game is lost You're feeling low Not strong enough To let it go"", ""Say hello Say hello Say hello"", ""Into this heart I put my blood Each little part Beats like a drum in perfect time You never try You never would (work it out) Let go inside You never could"", ""To just say hello Say hello Say hello"", ""Say hello Say hello Say hello"", ""This Selfish Jean Has taken home It is locked within But you'll never know"", ""To Say hello Say hello Say hello"", ""Say hello Say hello"""
134,fear   ,"""All I wanted was the chance to say I would like to see you in the morning Rolling over just to have you there Would make it easy for a little bit longer"", ""But here, closer every year So near, the fear is coming clear My dear, the fear is here"", ""Hottest summer in a hundred years But summer didn't bother getting up this morning And so all the trees forgot to wake And they were dropping all their leaves On the ground below them"", ""But here, closer every year So near, the fear is coming clear My dear, the fear is here"", ""All I wanted was the chance to say I would like to see you in the morning Rolling over just to have you there Would make it easy for a little bit longer"", ""Make it easy for a little bit longer Make it easy for a little bit longer Make it easy for a little bit longer Make it easy for a little bit longer Make it easy for a little bit longer Make it easy for a little bit longer"""
135,be my baby   ,"""The day we met I knew I needed you so And if I had the chance I'd never let you go So won't you say you love me I'll make you so proud of me We'll make them turn their heads every place we go"", ""So won't you please (be my, be my baby) Be my little baby (my one and only baby) Say you'll be my darling (be my, be my baby) Be my baby now (my one and only baby)"", ""I'll make you happy baby Just wait and see For every kiss you give me I'll give you three Oh since the day I saw you I have been waiting for you You know I will adore you till eternity"", ""So won't you please (be my, be my baby) Be my little baby (my one and only baby) Say you'll be my darling (be my, be my baby) Be my baby now (my one and only baby)"""
136,sailing away   ,"""What are we gonna do, when you've stopped crying? What ever you're going through it's not worth dying."", ""Chasing away the blues, I know you're trying. And nobody wants to lose, I don't know why."", ""Cause I live by the river, live by the river and I'll die by the river I'm sailing, away, today."", ""What are you gonna say when they stop laughing? You're giving it all away when you've got nothing."", ""How many times a day you feel like walking? Taking a holiday from all the shy-y-y..."", ""But I live by the river, live by the river and I'll die by the river I'm sailing, away, today."", ""Cause I live by the river, live by the river and I'll die by the river I'm sailing, away, today."", ""And you've got to grab the bull by the horns my friend it's the only way to go."", ""And when the story's told we can go home."", ""So what are we gonna do, when you've stopped crying? What ever you're going through it's not worth dying."", ""Keeping away the blues you know I'm trying. What've we got to lose, and testify-y-y..."", ""Cause I live by the river, live by the river and I'll die by the river I'm sailing, away, I'm sailing, away, I'm sailing, away, today."""
137,magnificent time   ,"""It was summer in the city and my heart stood still I looked at the past inside my rearview mirror There was nobody behind me and nothing up ahead The sky was blue and all I knew Was I would never feel the same again I knew I'd never feel the same again"", ""There was imagery in motion, there was gossip in the class There was holding hands and making plans, I knew it wouldn't last And of all the time we wasted and all the time it took And if I had more time then I wish you would I really really really wish you would"", ""But that's the part we never tried to stop We never tried"", ""Ooooh"", ""No regret, don't you forget This magnificent time Seize the day, don't throw away This magnificent time"", ""I was somewhere in the city and my heart went boom I packed all my troubles in a different room And I thought of all the could have beens, the roads we never took And how the story ends and I understood I really really really understood"", ""But that's the part we never tried to stop We never tried"", ""Ooooh"", ""No regret, don't you forget This magnificent time Seize the day, don't throw away This magnificent time No regret, don't you forget This magnificent time Seize the day, don't throw away This magnificent time Magnificent time Magnificent time"""
138,where you stand   ,"""Bumper car me left or right I'll take a thousand knocks There's a happy man in there And you won't blink your eyes Like all the things you lost before I Cracked when you left me you know-oh Like all the things you found Don't taste them just swallow them whole"", ""I forfeit my time And wait while you make up your mind So tell me if you ever find your flag Cause I will be right by you where you stand"", ""Lift me up or tear me down I'll stand right up again There's happy soul in there But you won't let him in Like all the things we say before we Crumble and fall to the floor Like all the things we try Aye aye I know where it's headed and so"", ""I forfeit my time And wait while you re-make up your mind up So tell me if you ever find your flag Cause I will be right by you where you stand Oh I will be right by you where you stand I will deliver Where you stand I will not fall Where you stand there is no ocean Nor a river, nor a shore"", ""I fall into line And wait while you make up your mind So tell me if you ever find your flag"", ""I forfeit my time And wait while you make up your mind So tell me if you ever find your flag Cause I will be right by you where you stand Oh I will be right by you where you stand Oh I will be right by you where you stand"", ""I fall into line And wait while you make up your mind So tell me if you ever find your flag"", ""I forfeit my time And wait While you make up your mind So tell me If you ever find your flag Cause I will be right by you where you stand Oh I will be right by you where you stand Oh I will be right by you where you stand"""
139,green behind the ears   ,"""Just a simple suggestion That you don't need to follow We could make it out of here"", ""We could be there tomorrow 'Cos there's always tomorrow You're so silly, oh so silly Especially just ordinary We've got nothing to hide now We're green behind the ears"", ""Just a pocket of people With their ordinary faces As the crow flies They got further to fly Without a word or a lie"", ""Chorus"""
140,big chair   ,"""Well you know that I heart everything about you And that's why it's quite hard to get through this alone You're the only one I can talk to about it In the darkest night I will be on my own"", ""These walls that we climb are hard to recognise They fall when I say your name"", ""Here we go fast and slow on the big chair We don't know where we're going on the big chair"", ""Don't you know it's hard, quite, in a time of confusion To tell you that I love you You see it could have been me instead of you It could have been me if I wanted to But it wasn't, so we'll have to face the truth"", ""These walls that we climb are hard to recognise They fall when I say your name"", ""Here we go fast and slow on the big chair We don't know where we're going on the big chair"", ""Time to pull the shutters down Breaking clouds don't make a sound When they cry"", ""Here we go fast and slow on the big chair We don't know where we're going on the big chair"", ""Here we go fast and slow on the big chair We don't know where we're going on the big chair"", ""Big chair, big chair, big chair Big chair, big chair, big chair"""
141,the connection   ,"""I stayed in town for a while Watching cars pass me by And I'm trying not to get too high But then I realised Is there only one direction Is there only right from wrong Got to make the right connection On my own"", ""I never said you would cry But I lied, now I lied Now he's crying just to get by Just to find, find out why There is only one direction There is only right from wrong Got to make the right connection On their own"", ""I stuck around for a while Watch the grass getting high And I try not to think for a while But then I had to smile Cos there's only one direction Is there only one way home Got to make the right connection On their own"""
142,killer queen   ,"""(Song By Freddy Mercury)"", ""She keeps Moet and Chandon in her pretty cabinet 'Let them eat cake' she says Just like Marie Antoinette A built in remedy for Khrushchev and Kennedy And anytime an invitation you can decline Caviar and cigarettes well versed in etiquette Extr'ordinarily nice She's a killer queen gunpowder gelatine Dynamite with a laser beam Guaranteed to blow your mind Anytime"", ""Insatiable an appetite Wanna try?"", ""She never kept the same address In conversation she spoke just like a baroness Met a man from China went down to Geisha Minah Then again incidentally if you're that way inclined (she's a killer queen) Perfume came naturally from Paris (naturally) For cars she couldn't care less Fastidious and precise She's a killer queen gunpowder gelatine Dynamite with a laser beam Guaranteed to blow your mind Anytime Drop of a hat she's as willing as a playful as a pussy cat Then momentarily out of action Temporarily out of gas To absolutely drive you wild - wild She's out to get you She's a killer queen gunpowder gelatine Dynamite with a laser beam Guaranteed to blow your mind Anytime"", ""Insatiable an appetite Wanna try? Wanna try"""
143,more than us   ,"""More than us And we are them But they don't know What's in their hands It's more than you And it's more than I But it's more"", ""And everybody calls it love But I'm not really sure if it's love At all No, not anymore"", ""More than he More than she They all sleep But we just dream More or less Means more for us But it's more"", ""And everybody wants a hand But I'm too busy holding up the world To carry on Oh, not anymore"", ""I wish that I Could fly, fly, fly away And if I should fall And you hear me call Would you stay"", ""More than us And we are them But they don't know What's in their heads"", ""It's more than you And it's more than I But it's more"", ""And everybody calls it love But I'm not really sure if this is love At all No, not anymore, oh"", ""Anymore Anymore Anymore"""
144,peace the fuck out   ,"""Now I don't know that your tie is straight Your words are crooked and you're gonna pay In ten years time they're gonna say That this was the moment when you threw it away"", ""And it's all wrong, handbags at dawn And turn the radio off to hear a song Oh please don't give up You have a voice, don't lose it You have a choice, so choose it You have a brain, so use it The time has come to Peace the fuck out"", ""Now I don't know what you're talking about There's too much shit pouring out of your mouth The time is up, the secret's out The truth's gonna catch when you going south"", ""But it's all wrong, handbags at dawn And turn the radio off to hear a song Oh please don't give up You have a voice, so use it"", ""Yeah but it's all wrong, handbags at dawn And turn the radio off to hear a song Oh please don't give up You have a voice, don't lose it You have a choice, so choose it You have a brain, so use it The time has come to Peace the fuck out"", ""Peace the fuck out Peace the fuck out Peace the fuck out Peace the fuck out Peace the fuck out Peace the fuck out Peace the fuck out"""
145,quicksand   ,"""Take me away, take me away You said that you were gonna stay But you're always lying anyway You're gonna suffer if you don't start breathing now Now that I need you, you're goin' away"", ""Everyday, sinking into quicksand Follow me down the drain"", ""But it doesn't matter anyway You're gonna get yours any day And while you put the blame on me If you could only see yourself as others see Now that I need you, you're goin' insane"", ""Everyday, sinking into quicksand Follow me down the drain Everyday, drinking in the same bar Drowning my sorrows away"", ""Take me away, take me today Or I'm never gonna get away But it makes no difference to me It's just the sound of one more rock star bleedin' out Now that I need you, you're out of the frame"", ""Day by day, sinking into quicksand Follow me down the drain Everyday, drinking in the same bar Made mine the same again"""
146,village man   ,"""I don't wanna rock, baby don't wanna rock I just feel I'm stuck up against the clock I don't really wanna rock tonight I only wanna hold you tight"", ""I don't wanna roll, baby don't wanna roll I just feel I'm cold like I'm getting old I don't really wanna roll tonight I only wanna hold you tight Please, please don't turn out the light"", ""Rock'n'roll village man Northern soul peter pan Rock'n'roll rocket man Skater phase desperate Dan Rock'n'roll never sounded better"", ""I don't wanna be, baby don't wanna be I just feel it's me falling off the tree I don't really wanna be tonight I only wanna keep you right"", ""I don't wanna try, baby don't wanna try I just feel I'm dry trying to get by I don't really wanna try tonight I only wanna hold you tight Please, please don't turn out the light"", ""Rock'n'roll rocket man Skater phase desperate Dan Rock'n'roll village man Northern soul peter pan"", ""You can..."", ""I don't wanna rock, baby don't wanna rock I just feel I'm stuck up against the clock I don't really wanna rock tonight I only wanna keep you right"", ""I don't wanna roll, baby don't wanna roll I just feel I'm cold like I'm getting old I don't really wanna roll tonight I only wanna hold you tight Please, please don't turn out the light"""
147,good day to die   ,"""Where is your mother Where is your father Two little children Locked in the cupboard Into the wide world High on the highwire What would you give to fly away Away, away, away, away Girl with the flower Boy with the hammer Lost in a forest On another planet Find me the exit Find them the way home Find all the love they took away Away, away, away, away 'Cause your head is a brick wall And your heart is a football And your eyes broken windows When you cry It's a good day to die And your head is a brick wall And your heart is a football And your eyes broken windows When you cry it's a good day 'Cause your head is a brick wall And your heart is a football And your eyes It's a good day to die To die To die To die"""
148,walking in the sun   ,"""I was walking along in the sun Taking pictures of everyone And there's something on the tip of my tongue Oh oh oh oh Well it's easy to see from the far And it's easy to be on your guard But it's harder just to be who you are Oh oh oh oh"", ""When all these people who will lead you down The back of the track They're on your back They will try and tear you apart But believe and you will see That there's no reason to doubt Then you will find You can do much better than that"", ""If you think of all the things that you feel All the voices in your head that you hear It's a mystery that we are all still holding on"", ""When all these people who will lead you down The back of the track They're on your back They will try and tear you apart But believe and you will see That there's no reason to doubt Then you will find You can do much better than that"", ""If you see me hit the ground Don't come near, don't make a sound"", ""I was walking along in the sun Taking pictures of everyone And there's something on the tip of my tongue"""
