,Song_name,pink
147,blow me   ,"""White knuckles and sweaty palms from hanging on too tight Clenched shut jaw, I've got another headache again tonight Eyes on fire, eyes on fire, and they burn from all the tears I've been crying, I've been crying, I've been dying over you Tie a knot in the rope, tryin' to hold, tryin' to hold, But there's nothing to grasp so I let go"", ""I think I've finally had enough, I think I maybe think too much I think this might be it for us (blow me one last kiss) You think I'm just too serious, I think you're full of shit My head is spinning so (blow me one last kiss)"", ""Just when it can't get worse, I've had a shit day (NO!) Have you had a shit day? (NO!), we've had a shit day (NO!) I think that life's too short for this, I want back my ignorance and bliss I think I've had enough of this, blow me one last kiss."", ""I won't miss all of the fighting that we always did, Take it in, I mean what I say when I say there is nothing left No more sick whiskey dick, no more battles for me You'll be calling a trick, 'cause you'll no longer sleep I'll dress nice, I'll look good, I'll go dancing alone I will laugh, I'll get drunk, I'll take somebody home"", ""I think I've finally had enough, I think I maybe think too much I think this might be it for us (blow me one last kiss) You think I'm just too serious, I think you're full of shit My head is spinning so (blow me one last kiss)"", ""Just when it can't get worse, I've had a shit day (No!) Have you had a shit day? (No!), we've had a shit day (No!) I think that life's too short for this, I want back my ignorance and bliss I think I've had enough of this, blow me one last kiss."", ""Na na na na - da da da da Blow me one last kiss"", ""Na na na na - da da da da Blow me one last kiss"", ""I will do what I please, anything that I want I will breathe, I will breathe, I won't worry at all You will pay for your sins, you'll be sorry my dear All the lies, all the why's, will all be crystal clear"", ""I think I've finally had enough, I think I maybe think too much I think this might be it for us (blow me one last kiss) You think I'm just too serious, I think you're full of shit My head is spinning so (blow me one last kiss)"", ""Just when it can't get worse, I've had a shit day (No!) Have you had a shit day? (No!), we've had a shit day (No!) I think that life's too short for this, I want back my ignorance and bliss I think I've had enough of this, blow me one last kiss."", ""Na na na na - da da da da Na na na na - da da da da Na na na na - da da da da"", ""Blow me one last kiss."", ""Na na na na - da da da da Na na na na - da da da da Na na na na - da da da da Blow me one last kiss."", ""Just when it can't get worse, I've had a shit day (No!) Have you had a shit day? (No!), we've had a shit day (No!) I think that life's too short for this, I want back my ignorance and bliss I think I've had enough of this, blow me one last kiss."""
148,words   ,"""Take Y, take the letter Take it out on the alphabet Don't ask me why No more questions Just accept it for the way it is"", ""Words are just words They get in my way I can never say what I wanna say Who will understand it anyway? It's just a waste"", ""Take M, mmm, mmm It's so lovely, so delicious, it says it all"", ""I don't like X Ex-boyfriends, ex-girlfriends Exactly what I don't need Twisting my words so easily"", ""Words are just words They get in my way See like right now I wanna tell you that I love you But I don't know how"", ""Put the H with the A with the TE Give it power, you could destroy me Put the L, with the O with the VE Give that power and You don't have to say anything"", ""Words are just words They get in my way Bla, bla, bla, bla, bla"", ""Words are just words They get in my way Words are just words They get in my way"", ""Take B and just let it be, B"""
149,hiccup   ,"""Why every time I try to tell you how I feel It's like a hiccup-cup comes up and it won't come, come As soon as I think I'm about to share my lovin' That's when the hiccups come in"", ""Why every time I try to tell you how I feel It's like a hiccup-cup comes up and it won't come, come As soon as I think I'm about to share my lovin' That's when the hiccups come in"", ""Like a cough on a rainy day, you know the kind That gives you chest pains, yeah As soon as things start to reciprocate Then he comes and brings away"", ""Hold me hard then you squeeze me tight You let me go then you pick a fight You make me wanna scream, cry and shout out loud Boy you got me spinnin' round and round"", ""Why every time I try to tell you how I feel It's like a hiccup-cup comes up and it won't come, come As soon as I think I'm about to share my lovin' That's when the hiccups come in"", ""Why every time I try to tell you how I feel It's like a hiccup-cup comes up and it won't come, come As soon as I think I'm about to share my lovin' That's when the hiccups come in"", ""My thumbs they kind of shaky (Kind of shaky) Every time I get around you sweet baby Some times I don't know what I'm trying to say Just tell me baby tell me things are gonna be okay"", ""Why every time I try to tell you how I feel It's like a hiccup-cup comes up and it won't come, come As soon as I think I'm about to share my lovin' That's when the hiccups come in"", ""Why every time I try to tell you how I feel It's like a hiccup-cup comes up and it won't come, come As soon as I think I'm about to share my lovin' That's when the hiccups come in"", ""And I, I get all choked up inside (Inside) And I don't know what to say (Don't know what to do say) Sometimes I just wanna run and hide But you just stand in my way"", ""Why every time I try to tell you how I feel It's like a hiccup-cup comes up and it won't come, come As soon as I think I'm about to share my lovin' That's when the hiccups come in"", ""Why every time I try to tell you how I feel It's like a hiccup-cup comes up and it won't come, come As soon as I think I'm about to share my lovin' That's when the hiccups come in"", ""Why every time I'm tell you how I feel It's like a hiccup-cup comes up you know the deal Pink don't think before she speak But you got me feeling, feeling kind of weak"", ""Why every time I'm tell you how I feel It's like a hiccup-cup comes up you know the deal Pink don't think before she speak But you got me feeling, feeling kind of weak"", ""Why every time I try to tell you how I feel It's like a hiccup-cup comes up and it won't come, come As soon as I think I'm about to share my lovin' That's when the hiccups come in"", ""Why every time I try to tell you how I feel It's like a hiccup-cup comes up and it won't come, come As soon as I think I'm about to share my lovin' That's when the hiccups come in"", ""Why every time I try to tell you how I feel It's like a hiccup-cup comes up and it won't come, come As soon as I think I'm about to share my lovin' That's when the hiccups come in"", ""Why every time I try to tell you how I feel It's like a hiccup-cup comes up and it won't come, come As soon as I think I'm about to share my lovin' That's when the hiccups come in"""
150,perfect   ,"""Made a wrong turn Once or twice Dug my way out Blood and fire"", ""Bad decisions That's alright Welcome to my silly life"", ""Mistreated Misplaced, missunderstood Miss know it, it's all good It didn't slow me down"", ""Mistaken Always second guessing Underestimated Look I'm still around"", ""Pretty pretty please Don't you ever ever feel Like you're less than fucking perfect"", ""Pretty pretty please If you ever ever feel Like you're nothing You're fucking perfect to me"", ""You're so mean When you talk About yourself You're wrong"", ""Change the voices In your head Make them like you instead"", ""So complicated Look how we are making Filled with so much hatred Such a tired game"", ""It's enough I've done all I can think of I've chased down all my demons I see you do the same"", ""Pretty pretty please Don't you ever ever feel Like you're less than fucking perfect"", ""Pretty pretty please If you ever ever feel Like you're nothing You're fucking perfect to me"", ""The whole world is scared So I swallow the fear The only thing I should be drinking Is an ice cold beer"", ""So cool in lying And we tried tried tried But we try too hard It's a waste of my time"", ""Done looking for the critics Cause they're everywhere They don't like my jeans They don't get my hair"", ""Stringe ourselves And we do it all the time Why do we do that? Why do I do that? Why do I do that?"", ""Yeah?"", ""Oooh?"", ""Oh pretty pretty pretty"", ""Pretty pretty please Don't you ever ever feel Like you're less than fucking perfect"", ""Pretty pretty please If you ever ever feel Like you're nothing You're fucking perfect to me"", ""You're perfect You're perfect"", ""Pretty pretty please If you ever ever feel Like you're nothing You're fucking perfect to me"""
151,couldve had everything   ,"""Heaven's sake everyone For standin' in my way For ruinning all my fun You say your doing it for my sake"", ""I thought I did my best It was nearly good enough But all that effort I guess It didn't add up to very much It hurts me when you call I hate the way your thinkin' I could have so easily had it all I could've had everything, I could've had everything This perfect life I'm in, Screwin' myself over I could've had everything"", ""I should have had everything You almost got me thinking I'm screwing myself over Screwin' myself over"", ""They say that madness is Doing a thing the same way You hope its gonna turn out different But ya doing it anyway I guess it's what I did with you But at least I have a reason So my apologies, wont go to anyone It hurts me when you say, That all my close mates hate me I really thought I had it all I could've had everything I could've had everything It's the perfect life for men, screwing myself over, Screwing myself over I could've had everything I should've had everything You almost got me thinking I'm screwing myself over I coulda, I coulda, I coulda I coulda, I coulda, I coulda had everything I coulda, I coulda, I coulda I coulda, I coulda had everything"", ""I came so near to thinking I had something I could've had everything It's the perfect life for men Screwing myself over Could've had everything I should've had everything You almost got me thinking I'm screwing myself over Could've had everything I should've had everything It's the perfect life for men Screwing myself over Could've had everything I should've had everything You almost got me thinking I'm screwing myself over"""
152,can we pretend   ,"""[Verse 1] I remember conversations We were dancing up on tables Taking pictures When we had nowhere to post"", ""You were laughin' I was cryin' We were dancin', we were dyin' Sometimes i don't know how we walked away"", ""[Pre-Chorus 1] If i'm honest what i liked Were the things we didn't know Every morning, every night I'll be beating down your door Just to tell you what i'm thinking but you'd already know Screw this, i don't wanna let it go"", ""[Hook] So can we pretend That i'm twenty-two today Dancin' on the tables with you Oh yeah"", ""Can we pretend That we all end up okay I just want to forget with you Oh yeah"", ""[Chorus 1] Can we pretend That we both like the president Can we pretend That i really like your shoes Hell yeah Can we pretend Cause honestly reality it bores me Let's pretend Oh let's make believe Can we Can we pretend Can we pretend"", ""[Verse 2] I remember what we wanted What we'd never take for granted How our daddy issues took us to LA"", ""[Pre-Chorus 2] If i'm honest what i miss Is not knowin' what to say And the feeling of your lips And it haunts me every day When you'd tell me what you're thinking but i'd already know Screw this, i don't wanna let it go"", ""[Hook] So can we pretend That i'm twenty-two today Dancin' on the tables with you Oh yeah"", ""Can we pretend That we all end up okay I just want to forget with you Oh yeah"", ""[Chorus 2] Can we pretend We both like the way it is Hell yeah Can we pretend That we like these fake-ass dudes Oh yeah Can we pretend Cause honestly reality it bores me Let's pretend Oh let's make believe Can we Can we pretend Can we pretend"", ""[Pre-Chorus 1] If i'm honest what i liked Were the things we didn't know Every morning, every night I'll be beating down your door Just to tell you what i'm thinking but you'd already know Screw this, i don't wanna let it go"", ""[Chorus 1] Can we pretend That we both like the president Can we pretend That you like my fake-ass shoes Oh yeah Can we pretend Cause honestly reality it bores me Let's pretend Oh let's make believe Can we Can we pretend Can we pretend"", ""[Outro] Can we pretend Can we Let's make believe Can we Can we Can we pretend Cause honestly reality it bores me Let's pretend Oh let's make believe Can we Can we pretend Honestly"""
153,love me anyway   ,
154,my vietnam   ,"""Daddy was a soldier He taught me about freedom Peace and all the great things that we Take advantage of"", ""Once I fed the homeless I'll never forget The look upon their faces As I treated them with respect, and"", ""This is my Vietnam I'm at war Life keeps on droppin' bombs And I keep score"", ""Momma was a lunatic, yes She liked to push my buttons She said I wasn't good enough But I guess I wasn't tryin'"", ""Never liked school that much (School that much) They tried to teach me better But I just wasn't hearin' it because I thought I was already pretty clever, and"", ""This is my Vietnam I'm at war Life keeps on droppin' bombs And I keep score"", ""This is my Vietnam I'm at war (At war) They keep on droppin' bombs And I keep score"", ""What do you expect from me? What am I not giving you? What could I do for you To make me okay in your eyes?"", ""This is my Vietnam (This is my Vietnam) I'm at war (At war) They keep on droppin' bombs (Droppin' bombs) And I keep score"", ""This is my Vietnam I'm at war Life keeps on droppin' bombs And I keep score"", ""This is my Vietnam This is my Vietnam"""
155,beautiful trauma   ,"""We were on fire I slashed your tires It's like we burned so bright, we burned out I made you chase me I wasn't that friendly My love, my drug, we're fucked up, oh"", ""'Cause I've been on the run so long, they can't find me You waken up to remember I'm pretty And when the chemicals leave my body Yeah, they're gonna find me in a hotel lobby 'Cause Times they keep coming, all night Laughing and fucking Some days I can barely breathe After we were high on the love Don't doubt it was you"", ""The pill I keep taking The nightmare I'm waking There's nothing, no nothing, nothing but you My perfect rock bottom My beautiful trauma My love, my love, my drug, oh"", ""My love, my love, my love, my drug, oh My love, my love, my love, my drug, oh My love, my love, my love, my drug, oh My love, my love, my love, my drug, oh My love, my love, my drug, we're fucked up"", ""You punched a hole in the wall and I framed it I wish I could feel things like you Everyone's chasing that holy feeling And if we don't stay lit we'll blow out Blow out"", ""'Cause we've been on the run so long they can't find us Who's gonna have to die to remind us That it feels like we chose this blindly Now I'm gonna fuck up a hotel lobby 'Cause Times they keep coming, last night I might've messed it up again Some days I can barely breathe But after we were high on the love Don't doubt it was you"", ""The pill I keep taking The nightmare I'm waking There's nothing, no nothing, nothing but you My perfect rock bottom My beautiful trauma My love, my love, my drug, oh"", ""My love, my love, my love, my drug, oh My love, my love, my love, my drug, oh My love, my love, my love, my drug, oh My love, my love, my love, my drug, oh My love, my love, my drug, we're fucked up"", ""(Hands up) Times they keep coming, all night Laughing and fucking Somedays I can barely breath After we were high on the love Don't doubt it was you"", ""The pill I keep taking The nightmare I'm waking There's nothing, no nothing, nothing but you My perfect rock bottom My beautiful trauma My love, my love, my drug, oh"""
156,humble neighborhoods   ,"""We don't wanna go home We're bad people and we do bad things Yeah, we don't wanna go home we don't wanna, we don't wanna go We're bad people and we do bad things..."", ""Verse 1: Here we go, don't ya know We're the ones that keep it wicked Rock n' Roll, all good, mix it up That's my ticket Cruisin in my Cadillac Escalade trickin' Sometimes like it easy, sometimes like it rugged Keep control, don't ya know Hit the floor, run for cover Yeah, flew around the world about fifty times over From New York to LA to the white cliffs of Dover The road can be my enemy, the road can be my lover"", ""Watch how we do this yeah We don't wanna go home Yeah watch how we do this yeah No, no no we don't wanna go home"", ""Chorus: From the humble neighborhoods, we're takin' over the dance floor We don't wanna go home From the humble neighborhoods, we're gettin out of control We're bad people and we do bad things"", ""Verse 2: Here we go, hit the road We're the ones that make it crazy Mix it up try luck This ain't time to get lazy Meetin' at 11 in the hotel lobby Same faces, different places Never knowin' where we going now Someday I'm die but it won't be from boredom If you've got the skills then I suggest that you throw down Meet us at the spot 'cause it's gonna be a showdown Naw, you can't ride the bus Man you better cool down"", ""Watch how we do this yeah Yeah watch how we do this yeah We don't wanna go home"", ""From the humble neighborhoods, we're takin' over the dance floor We don't wanna go home From the humble neighborhoods, we're gettin out of control We're bad people and we do bad things"", ""Here we go, don't ya know We're the ones that keep it wicked Rock n' Roll, all good, mix it up That's my ticket Cruisin in my Cadillac Escalade trickin' Sometimes like it easy, sometimes like it rugged Keep control, don't ya know Hit the floor, run for cover Yeah, flew around the world about fifty times over From New York to LA to the white cliffs of Dover The road can be my enemy, the road can be my lover"", ""(Watch how we do this yeah) We don't wanna go home (Yeah watch how we do this yeah) No, no no we don't wanna go home"", ""Chorus: From the humble neighborhoods, we're takin' over the dance floor We don't wanna go home From the humble neighborhoods, we're gettin out of control We're bad people and we do bad things"", ""oh we don't wanna go we don't wanna go we don't wanna go"""
157,lady marmelade   ,"""Hey sister, go sister, soul sister, go sister Hey sister, go sister, soul sister, go sister"", ""He met Marmalade down in Old New Orleans Struttin' her stuff on the street She said, \""Hello, hey Joe You wanna give it a go?\"""", ""Gitchi gitchi ya ya da da Gitchi gitchi ya ya here Mocha chocolata, ya ya Creole Lady Marmalade"", ""Voulez-vous coucher avec moi ce soir? Voulez-vous coucher avec moi?"", ""He stayed in her boudoir While she freshened up That boy drank all that Magnolia wine On her black satin sheets Where he started to freak"", ""Gitchi gitchi ya ya da da Gitchi gitchi ya ya here Mocha chocolata, ya ya Creole Lady Marmalade"", ""Voulez-vous coucher avec moi ce soir? Voulez-vous coucher avec moi?"", ""Hey, hey, hey Seeing her skin, feeling silky smooth Color of cafe au lait Made the savage beast inside Roaring until it cried, \""More, more, more!\"""", ""Now he's at home doing 9 to 5 Living his brave life of lies But when he turns off to sleep Old memories keep more, more, more"", ""Gitchi gitchi ya ya da da da Gitchi gitchi ya ya here Mocha chocolata, ya ya Creole Lady Marmalade"", ""Voulez-vous coucher avec moi ce soir? Voulez-vous coucher avec moi? Voulez-vous couchez avec moi ce soir? Creole Lady Marmalade"", ""Voulez-vous coucher avec moi ce soir? Voulez-vous coucher avec moi? Voulez-vous couchez avec moi ce soir? Voulez-vous coucher avec moi?"", ""Voulez-vous coucher avec moi ce soir? Voulez-vous coucher avec moi? Voulez-vous coucher avec moi ce soir? Voulez-vous coucher avec moi?"", ""Gitchi gitchi ya ya da da Gitchi gitchi ya ya here Mocha chocolata, ya ya Gitchi gitchi ya ya here"""
158,to love me now   ,"""Why do you feel so good? How you make me feel like this I think I'm hypnotized It started with a kiss"", ""We shouldn't do this We both know it's wrong We both have someone, to them our hearts belong"", ""Quick, before you go, take off my clothes and dance with me, yeah"", ""Don't stress me out Don't talk about No promises Your privileges To love me now"", ""Baby, do not think too much I'm not asking for love Let me tell you what I like Get behind me, hold me tight"", ""Don't be afraid Take it slow baby And it's okay If you forget my name"", ""Quick, before you say goodbye, let's fly and dance with me, yeah, oh oh oh"", ""Don't stress me out (don't do it) Don't talk about (don't talk) No promises (no promises) Your privileges To love me now"", ""Don't you wanna dance with me?"", ""Tell me Why is it so taboo for you to love me like you do? (You do, baby) Baby don't talk about it, let's be about it, 'cause I do (Baby, I do) Your other girl won't let you do it Looks like I'm the one for you (Looks like I'm the one for you)"", ""Don't stress me out (don't do it) Don't talk about (don't talk about it) No promises (no no no) Your privileges To love me now"", ""Boy, you wanna dance with me?"", ""Don't stress me out (no) Don't talk about (no) No promises (making no promises) Your privileges (uh oh oh) To love me now"""
159,slut like you   ,"""I'm not a slut I just love love"", ""Tell me something new Cause I've heard this Okay I'll fuck you A little taste test You'll be my little friend You'll be my little friend You'll be my little friend"", ""And they think we fall in love But that's not it Just want to get some Ain't that some shit You'll be my little friend You'll be my little friend You'll be my little friend Yeah, yeah, yeah!"", ""I got a little piece of you-hoo And it's just like woo hoo Wham bam, thank you ma'am Woo hoo I'm a slut like you You say you're looking for a foo-ool And I'm just like me too I'm gonna let ya know the truth I'm a slut like you"", ""Sitting with my friends And we're picking who we might let in Them boys are starving They're just our little friend They're just our little friend They're just our little friend Listen you little fucker You think you call the shots I just bought you some Drink up your rides gone This might be fun You're now my little friend You're now my little friend You're now my little friend Yeah, yeah, yeah"", ""I got a little piece of you-hoo And it's just like woo hoo Wham bam, thank you ma'am Woo hoo I'm a slut like you, I'm a slut like you You say you're looking for a foo-ool And I'm just like me too I'm gonna let ya know the truth I'm a slut like you"", ""You don't win a prize with your googly eyes I'm not a cracker jack You can't go inside Unless I let you jack or sam Fuck what's your name again? You male come now You caveman sit down You shh don't ruin it, wow Check please"", ""I, I've got a little piece of you And it's just like woo hoo Wham bam, thank you ma'am Boo hoo I'm a slut like you Woo hoo Looks like the joke's on you-hoo So go home and cry like boo-hoo I'm a slut like you"", ""I got a little piece of you-hoo And it's just like woo hoo Wham bam, thank you ma'am Woo hoo I'm a slut like you You say you're looking for a foo-ood And I'm just like me too I'm gonna let ya know the truth I'm a slut like you, slut like you"""
160,do what you do   ,"""I like that though That's what's up?"", ""Some people like the summer when it's hot Some people like the winter cold Some people speak their minds when they wanna And some other people ain't so bold"", ""Whatever it is that you do You should do you should so with your head held high So when you're doing you're thing it's 'cause you wanna And they never can ask you why"", ""I say do what u do say what you say Mean what you mean when you say 'Cause it's your life, gotta make your own rules And you gotta do it, do it your own way"", ""I say do what u do say what you say Mean what you mean when you say 'Cause it's your life, gotta make your own rules And you gotta do it, do it your own way"", ""Oh, oh, oh Oh, oh, oh, oh Oh, oh, oh Oh, oh, oh, oh, oh"", ""Some like it easy when others they lite it rough But ain't nobody gotta like it but you Girl, boy, boy, girl, girl, girl, boy, boy Whatever you should do what you do"", ""How can they tell you that you could or should? Would or wouldn't, well ask 'em can they walk in your shoes 'Cause it's you life and you do what you wanna And remember baby it's all about you"", ""I say do what u do say what you say Mean what you mean when you say 'Cause it's your life gotta make your own rules And you gotta do it, do it your own way"", ""I say do what u do say what you say Mean what you mean when you say 'Cause it's your life gotta make your own rules And you gotta do it, do it your own way, yeah"", ""Oh, oh, oh Oh, oh, oh, oh Oh, oh, oh Oh, oh, oh, oh, oh"", ""So if it's on your mind then you should speak your piece And say what'cha say And if you want it done then you should get it done And do it your way"", ""So if it's on your mind then you should speak your piece And say what'cha say And if you want it done then you should get it done And do it your way"", ""I say do what u do say what you say Mean what you mean when you say 'Cause it's your life, gotta make your own rules And you gotta do it, do it your own way"", ""I say do what u do say what you say Mean what you mean when you say 'Cause it's your life, gotta make your own rules And you gotta do it, do it your own way"", ""Oh, oh, oh Oh, oh, oh, oh Oh, oh, oh Oh, oh, oh, oh, oh"", ""Oh, oh, oh Oh, oh, oh, oh Oh, oh, oh Oh, oh, oh, oh, oh"", ""I say do what u do say what you say Mean what you mean when you say 'Cause it's your life, gotta make your own rules And you gotta do it, do it your own way"", ""I say do what u do say what you say Mean what you mean when you say 'Cause it's your life, gotta make your own rules And you gotta do it, do it your own way"""
161,barbies   ,"""Another day, another sin Another day I'm late again Oh, just like that my money's spent Where did it all go? Another night, another heart Another one leaves in the dark And I'm searching for my counterpart Where did it all go?"", ""And I lock every single door And I look behind me even more Now turned into someone that I swore I would never be"", ""I wish I could go back to playing barbies in my room They never say that you gotta grow up, quite this soon How fast things change, and now I'm here and all I wanna do Is go back to playing barbies in my room"", ""I see it on my father's face Another line that comes with age I know that time will have its way Where did it all go? They say that things were simple then Although I don't remember when I wanna know what happens next Where do we all go?"", ""And I lock every single door And I look behind me even more And now turned into someone that I swore I would never be"", ""I wish I could go back to playing barbies in my room They never say that you gotta grow up, quite this soon How fast things change, and now I'm here and all I wanna do Is go back to playing barbies in my room"", ""Pink canopies and grass-stained knees Putting fireflies in a jar Getting home before it's dark Scotch-taping posters on my wall Rolling pixie sticks to smoke Couldn't wait 'til I was older"", ""And I wish I could go back to playing barbies in my room They never say that you gotta grow up, quite this soon How fast things change, and now I'm here and all I wanna do Is go back to playing barbies in my room Back to playing barbies I wish that I could go back I wish that I could go back I wish that I could go back Back to playing barbies in my room"""
162,fucking perfect   ,"""Made a wrong turn Once or twice Dug my way out Blood and fire"", ""Bad decisions That's alright Welcome to my silly life"", ""Mistreated Misplaced, missunderstood Miss know it, it's all good It didn't slow me down"", ""Mistaken Always second guessing Underestimated Look I'm still around"", ""Pretty pretty please Don't you ever ever feel Like you're less than fucking perfect"", ""Pretty pretty please If you ever ever feel Like you're nothing You're fucking perfect to me"", ""You're so mean When you talk About yourself You're wrong"", ""Change the voices In your head Make them like you instead"", ""So complicated Look how we are making Filled with so much hatred Such a tired game"", ""It's enough I've done all I can think of I've chased down all my demons I see you do the same"", ""Pretty pretty please Don't you ever ever feel Like you're less than fucking perfect"", ""Pretty pretty please If you ever ever feel Like you're nothing You're fucking perfect to me"", ""The whole world is scared So I swallow the fear The only thing I should be drinking Is an ice cold beer"", ""So cool in lying And we tried tried tried But we try too hard It's a waste of my time"", ""Done looking for the critics Cause they're everywhere They don't like my jeans They don't get my hair"", ""Stringe ourselves And we do it all the time Why do we do that? Why do I do that? Why do I do that?"", ""Yeah?"", ""Oooh?"", ""Oh pretty pretty pretty"", ""Pretty pretty please Don't you ever ever feel Like you're less than fucking perfect"", ""Pretty pretty please If you ever ever feel Like you're nothing You're fucking perfect to me"", ""You're perfect You're perfect"", ""Pretty pretty please If you ever ever feel Like you're nothing You're fucking perfect to me"""
163,revenge   ,"""Like Leo in The Revenant Bible in that Bible bit Revenge is sweet, isn't it? I really, really hope for it I know that it won't fix a thing A song like this that I could sing for you All the feels you make me do A nightmare fucking coming true I wish I was a lawyer, I would sue you Sue you, take your dog, take your house, take your shoes, take your heart"", ""Here comes that singing part I'm daydreaming Let me count the ways How I'll get you, or how I'll make you pay Babe, I'm hurting and now you'll feel the same That's my plan, that's my plan, that's my plan"", ""We could do revenge, revenge, revenge, revenge Together, together, together We could take revenge, revenge, revenge Revenge is sweet We could do revenge, revenge, revenge, revenge Together, together, together We could take revenge, revenge, revenge Revenge is sweet"", ""Well here's where girlfriends come in hand Especially those that understand Crime's a crime but listen man Really cannot give a damn We've all been through this kind of thing Say the word we make it sting for him He can't just get away with it Eye for eye you piece of shit You treat us like a garbage pit Let me at him, wait for it, wait for it"", ""I'm daydreaming Let me count the ways How I'll get you, or how I'll make you pay Babe, I'm hurting and now you'll feel the same That's my plan, that's my plan, that's my plan"", ""We could do revenge, revenge, revenge, revenge Together, together, together We could take revenge, revenge, revenge Revenge is sweet We could do revenge, revenge, revenge, revenge Together, together, together We could take revenge, revenge, revenge Revenge is sweet"", ""Well, in the beginning we felt like we was meant to be I fell for you and skinned my knee, but hell with any injury Eventually you'll get up gingerly It feels like it'll take a century to heal, but just know that I will But fuck trying to make amends I'd rather take revenge You're stickin' safety pins inside my atrium, your day begins at 8pm You hit the ATM in my Mercedes Benz with all your lady friends, whores Hit the club and you go out don't know a sum 'Cause when I calculate the times you cheated and total up all the amounts It doesn't add up 'cause you say that just giving out your number doesn't count Then see me with someone new get mad and flip it look bad you spin it First you turn your back on me then tell me that I stabbed you in it Stabbed you in it, stabbed you in it, stabbed you in it Stabbed you in it, slut So when you're driving, driving to his house And you pass me while I'm driving to hers Just remember You cheated on me first You're a whore, you're a whore This is war"", ""We could do revenge, revenge, revenge, revenge Together, together, together We could take revenge, revenge, revenge Revenge is sweet We could do revenge, revenge, revenge, revenge Together, together, together We could take revenge, revenge, revenge Revenge is sweet"", ""Fuck yeah Fuck, no"""
164,looks like a job 4   ,"""Talking down, so give short...... Leave It good, So give more...... tell me how I did...... Turn me around and around and please go upside.........."", ""I gotta know, give me a reason I gotta know, give me a reason I gotta know, give me a reason You messed my chance........."", ""Looks like a job 4............ Looks like a job 4............ Even If It breaks me..........."", ""Please tell me, 'cause I know how. Leave It around, I know how...... Tell me how I did...... Turn me around......... and please go upside......"", ""I gotta know, give me a reason I gotta know, give me a reason I gotta know, give me a reason You loved my last chance"", ""Looks like a job 4........... Looks like a job 4........... let's blow It away...... I know I can be right alright....."", ""Stop pretending my chance Stop assuming my lasting Stop Playing my chance Stop walking I'll here you"", ""Looks Like a job 4.......... Looks like a job 4.......... let's blow it away..... I know I can be right alright.... and I can Be winning along....... I know I can know, I can here you"""
165,hurts to be human   ,
166,boring   ,"""Uh that's hot"", ""Iiiiiit's tasty It's like a cupcake It's cotton candy It melts in your mouth And lately I been gettin hunger pains When you lick your lips while you check me out"", ""Fast car Boring Girlfriend Boring Got money Boring No-oh-oh-oh Hot friends Boring Rock band Boring Not interested No Tha-ank you"", ""If you want me You're gonna have to catch me If you wanna touch my whoa-oa-oa And if you catch me You're gonna have to show me How bad you really want my whoa-oa-oa"", ""Yooooooou're Scrumptious I kinda like it I'm indecisive I change my mind a lot But you're hot (you're so hot) But I think you kinda know it Really hopin you don't blow it so bring it"", ""You're tired Boring You're sore Boring You worked all day Boring Whoa-oa-oa-oa Big boat Boring Black AmEx Listening Six pack well, heh"", ""If you want me You're gonna have to catch me If you wanna touch my whoa-oa-oa And if you catch me You're gonna have to show me How bad you really want my whoa-oa-oa"", ""Whoa-oa-oa-oa"", ""If I let you catch me It's because I think you're really cute And if you don't get it right I'mma be like really really mad"", ""uh, insert rap here 12345678 Go Go That's hot"", ""Whoa-oa-oa-oa If you want me, you catch me, yeah whoa-oa-oa-oa If you catch me, you show me, yeah whoa-oa-oa-oa"", ""If you want me You're gonna have to catch me If you wanna touch my whoa-oa-oa And if you catch me You're gonna have to show me How bad you really want my whoa-oa-oa"", ""Fast car Boring Girlfriend Boring Got money Boring Whoa-oh-oh-oh Hot friends Boring Rock band Boring Not interested Whoa-oa-oa-oa"""
167,fuckin perfect   ,"""Made a wrong turn Once or twice Dug my way out Blood and fire"", ""Bad decisions That's alright Welcome to my silly life"", ""Mistreated Misplaced, misunderstood Miss 'No way, it's all good' It didn't slow me down"", ""Mistaken Always second guessing Underestimated Look, I'm still around"", ""Pretty pretty please"", ""Don't you ever ever feel Like you're less than less than Fucking perfect Pretty pretty please"", ""If you ever ever feel Like you're nothing You're fucking perfect To me"", ""You're so mean When you talk About yourself"", ""You were wrong"", ""Change the voices In your head Make them like you instead So complicated Look happy, you'll make it Filled with so much hatred Such a tired game It's enough I've done all I can think of Chased down all my demons I've seen you do the same"", ""Oh, pretty pretty please Don't you ever ever feel Like you're less than less than Fucking perfect Pretty pretty please If you ever ever feel Like you're nothing You're fucking perfect To me"", ""The whole world's scared So I swallow the fear The only thing I should be drinking is an ice cold beer So cool in line, and we try try try But we try too hard and it's a waste of my time"", ""Done looking for the critics Cause they're everywhere They dont like my jeans They don't get my hair Exchange ourselves And we do it all the time Why do we do that? Why do I do that? Why do I do that?"", ""Yeah Oh, oh Pretty pretty please Pretty pretty please Don't you ever ever feel Like you're less than less than Fucking perfect Pretty pretty please If you ever ever feel Like you're nothing You're fucking perfect To me You're perfect You're perfect"", ""Pretty pretty please If you ever ever feel Like you're nothing You're fucking perfect To me"""
