,Song_name,metallica
170,welcome home sanitarium   ,"""Welcome to where time stands still No one leaves and no one will Moon is full, never seems to change Just labeled mentally deranged"", ""Dream the same thing every night I see our freedom in my sight No locked doors, no windows barred No things to make my brain seem scarred"", ""Sleep my friend and you will see The dream is my reality They keep me locked up in this cage Can't they see it's why my brain says rage"", ""Sanitarium, leave me be Sanitarium, just leave me alone"", ""Build my fear of what's out there Can I breathe the open air Whisper things into my brain Assuring me that I'm insane"", ""They think our heads are in their hands But violent use brings violent plans Keep him tied, it makes him well He's getting better, can't you tell?"", ""No more can they keep us in Listen, damn it, we will win They see it right, they see it well But they think this saves us from our hell"", ""Sanitarium, leave me be Sanitarium, just leave me alone Sanitarium, (just leave me alone) Fear of living on, natives getting restless now Mutiny in the air, got some death to do Mirror stares back hard, kill, it's such a friendly word Seems the only way for reaching out again"""
171,the more i see   ,
172,2 x 4   ,"""Yeah, I'm gonna make you, shake you, take you I'm gonna be the one who breaks you Put the screws into ya, yeah, my way Yeah, come on, come on, come and make my day Make my day"", ""Yeah, got some hell to pay ya, I steal your thunder The joy of violent movement pulls you under Ooh, bite the bullet, well, hard Yeah but I bite harder, so go too far, too far"", ""Friction, fusion, retribution (Friction, fusion) I can't hear ya, talk to me (Retribution) I can't hear ya, so talk to me"", ""(Friction, fusion) I can't hear ya, are you talkin' to me? (Retribution) I can't hear ya, are you talkin' to me? Can't hear ya, time to meet my Lord I can't hear ya, talk to 2 X 4, hey"", ""Yeah, I'm gonna make you, shake you, take you I'm gonna be that one who breaks you Put the screws into ya my way Hey come on, come on, come and make my day Make my day"", ""Friction, fusion, retribution (Friction, fusion) I can't hear ya, talk to me (Retribution) I can't hear ya, come, talk to me"", ""(Friction, fusion) I can't hear ya, are you talkin' to me? (Retribution) I can't hear ya while you're talkin' to me I can't hear ya, time to meet my Lord I can't hear ya, talk to 2 X 4, hey"", ""Yeah, talk to 2 X 4 It don't take no more Come on, yeah, come on Come on, come on Talk to 2 X 4, talk to 2 X 4"", ""Friction, fusion, retribution (Friction, fusion) I'm gonna make you talk to me (Retribution) I'm gonna take you, ooh, so talk to me (Friction, fusion) I can't hear ya, are you talkin' to me? (Retribution) I can't hear ya, you talkin' to me? I can't hear ya, time to meet my Lord I can't hear ya, talk to, talk to 2 X 4 It don't take no more, yeah"""
173,human   ,"""Don't you leave me, Father Time Take me with you Tell me, does your sun still shine? Come squeeze the world Then drip it down my throat again Down my throat again, oh-whoa"", ""You got to breathe, man, breathe Coming up for... Breathe, man, breathe Comin' up for... Air"", ""Touch me so I think I'm here Skin my senses Barely breathing, minus Human Please squeeze the world And drip it down my throat again Ooh, down my throat again"", ""Whoa, oh... You've got to breathe, man, breathe Comin' up for air Breathe, man, breathe Comin' up for... Air"", ""You've got to breathe, man, breathe Comin' up for air Breathe, man, breathe Comin' up for."""
175,overkill   ,"""Only way to feel the noise is when it's good and loud So good I can't believe it's screaming with the crowd Don't sweat it, you'll get it back to you Don't sweat it, you'll get it back to you"", ""Overkill, overkill Overkill"", ""On your feet you feel the beat, it goes straight to your spine Shake your head, you must be dead if it don't make you fly Don't sweat it, you'll get it back to you Don't sweat it, you'll get it back to you"", ""Overkill, overkill Overkill"", ""Know your body's made to move, you feel it in your guts Rock 'n' roll ain't worth the name if it don't make you strut Don't sweat it, you'll get it back to you Don't sweat it, you'll get it back to you"", ""Overkill, overkill Overkill"""
176,metal militia   ,"""Thunder and lightning the gods take revenge Senseless destruction Victims of fury are cowardly now Running for safety Stabbing the harlot to pay for her sins Leaving the virgin Suicide running as if it were free Ripping and tearing"", ""Oh through the mist and the madness We are trying to get the message to you Metal Militia Metal Militia Metal Militia"", ""Chained and shadowed to be left behind Nine and one thousand Metal militia for your sacrifice Iron clad soldiers Join or be conquered the law of the land What will befall you The metalization of your inner soul Twisting and turning"", ""Oh through the mist and the madness We are trying to get the message to you Metal Militia Metal Militia Metal Militia"", ""We are as one as we all are the same Fighting for one cause Leather and metal are our uniforms Protecting what we are Joining together to take on the world With our heavy metal Spreading the message to everyone here Come let yourself go"", ""Oh through the mist and the madness We are trying to get the message to you Metal Militia Metal Militia Metal Militia"""
177,king nothing   ,"""Wish I may Wish I might Have this I wish tonight Are you satisfied? Dig for gold Dig for fame You dig to make your name Are you pacified?"", ""All the wants you waste All the things you've chased"", ""And it all crashes down And you break your crown And you point your finger, but there's no one around Just want one thing, just to play the King But the castle crumbled and you're left with just a name Where's your crown, King Nothing? Where's your crown?"", ""Hard and cold Bought and sold A heart as hard as gold Yeah! Are you satisfied? Wish I might, Wish I may You wish your life away Are you pacified?"", ""All the wants you waste All the things you've chased"", ""Then it all crashes down And you break your crown And you point your finger, but there's no one around Just want one thing. just to play the King But the castle crumbled and you're left with just a name Where's your crown, King Nothing? Where's your crown?"", ""Huh!"", ""Wish I may, wish I might Have this wish, I wish tonight I want that star, I want it now I want it all and I don't care how"", ""Careful what you wish Careful what you say Careful what you wish you may regret it Careful what you wish you just might get it"", ""Then it all crashes down And you break your crown And you point your finger, but there's no one around Just want one thing, just to play the King But the castle crumbled and you're left with just a name Where's your crown, King Nothing? Nothing Oh, You're just nothing Where's your crown King Nothing? Oh, you're just nothing Absolutely nothing Off to never never land"""
178,now that were dead   ,"""When darkness falls, may it be That we should see the light When reaper calls, may it be That we walk straight and right"", ""When doubt returns, may it be That faith shall permeate our scars When we're seduced, then may it be That we not deviate our cause"", ""All sinners, a future All saints, a past Beginning, the ending Return to ash"", ""Now that we're dead, my dear We can be together Now that we're dead, my dear We can live, we can live forever"", ""When all is pain, may it be It's all we've ever known When flame consumes, may it be It warms our dying bones"", ""When loss has won, may it be It's you I'm madly fighting for When kingdom comes, may it be We walk right through that open door"", ""All sinners, a future All saints, a past Beginning, the ending Return to ash"", ""Now that we're dead, my dear We can be together Now that we're dead, my dear We can live, we can live forever"", ""All sinners, a future All saints, a past Beginning, the ending Return to ash"", ""Now that we're dead, my dear We can be together Now that we're dead, my dear We can live, we can live forever"", ""Return to ashes, shed this skin Beyond the black, we rise again We shall live forever"""
179,am i evil originally recorded by diamond head   ,"""My mother was a witch, she was burned alive. Thankless little bitch, Oh the tears I cried. Take her down now, don't want to see her face All blistered and burnt, can't hide my disgrace."", ""Twenty-seven, everyone was nice. Gotta see 'em make 'em pay the price. See their bodies out on the ice. Take my time."", ""Am I evil? Yes I am. Am I evil? I am man, yes I am."", ""As I watched my mother die, I lost my head. Revenge now I sought, to break with my bread. Taking no chances, you come with me. I'll split you to the bone, help set you free."", ""Twenty-seven, everyone was nice. Gotta see 'em make 'em pay the price. See their bodies out on the ice. Take my time."", ""Am I evil? Yes I am. Am I evil? I am man, yes I am."", ""On with the action now, I'll strip your pride. I'll spread your blood around, I'll see you ride. Your face is scarred with steel, wounds deep and neat. Like a double dozen before ya, smells so sweet."", ""Am I evil? Yes I am. Am I evil? I am man."", ""I'll make my residence, I'll watch your fire. You can come with me, sweet desire. My face is long forgot, my face not my own. Sweet and timely whore, take me home."", ""Am I evil? Yes I am. Am I evil? I am man."", ""My soul is longing for, await my heir. Sent to avenge my mother, sweep myself. My face is long forgot, my face not my own. Sweet and timely whore, take me home."", ""Am I evil? Yes I am. Am I evil? I am man."", ""Am I evil? Yes I fucking am. Am I evil? I am man, yeah."""
182,turn the page   ,"""On a long and lonesome highway, east of Omaha You can listen to the engines moanin' Out its one note song You can think about the woman or the girl You knew the night before"", ""But your thoughts will soon be wandering The way they always do When you're ridin' sixteen hours And there's nothin' much to do And you don't feel much like riding You just wish the trip was through"", ""Here I am, On the road again There I am, Up on the stage There I go, Playin' star again There I go, Turn The Page"", ""So you walk into this restaurant Strung out from the road And you feel the eyes upon you As you're shaking off the cold You pretend it doesn't bother you But you just want to explode"", ""Yeah, most times you can't hear 'em talk But other times you can All the same old clich\u00c3\u00a9s: \""Is it woman? Is it man?\"" And you always seem outnumbered You don't dare make a stand Make your stand"", ""Here I am, On the road again There I am, Up on the stage Here I go, Playn' star again There I go, Turn The Page"", ""Whoa-oh Out there in the spotlight, you're a million miles away Every ounce of energy, you try and give away As the sweat pours out your body, like the music that you play Later in the evenin' as you lie awake in bed With the echoes of the amplifiers ringin' in your head You smoke the day's last cigarette Rememberin' what she said What she said (Yeah, what she said.) Yeah"", ""Here I am, on the road again There I am, up on the stage Here I go, playn' star again There I go, Turn The Page And there I go, turn that page There I go, yeah There I go, there I go (And I'm gone)"""
183,house jack built   ,"""Open doors so I walk inside Close my eyes Find my place to hide And I shake as I take it in"", ""Let the show begin Open my eyes Just to have them close again Well on my way"", ""But on my way to where I've been It swallows me As it takes me in it's fog I twist away"", ""As I give this world a nod Open doors so I walk inside Close my eyes Find my place to hide"", ""And I shake as I take it in Let the show begin Open my eyes Just to have them close once again Don't want control"", ""As it takes me down and down and down again Is that the moon Or just a light that lights this dead end street? Is that you there"", ""Or just another demon that I meet? The higher you are The farther you fall The longer the walk"", ""The farther you crawl My body my temple This temple it tilts Step into the house that jack built"", ""The higher you are The farther you fall The longer the walk"", ""The farther you crawl My body my temple This temple it tilts"", ""Yes this is the house that jack built Open doors as I walk inside Swallow me so the pain subsides And I shake as I take this in"", ""Let the show begin The higher you are The farther you fall The longer the walk"", ""The farther you crawl My body my temple This temple it tilts Yes this is the house that jack built The higher you are The farther you fall The longer the walk The farther you crawl My body my temple This temple it tilts \""yes I am I am I am\"" Open my eyes It swallows me Is that you there I twist away Away Away Away"""
184,the wait   ,"""Motives changing Day to day The fire increases Masks decay I look at the river White foam floats down The body's poisoned Got to sit tight"", ""The wait The wait The wait The wait"", ""After awakening The silence grows The screams subside Distortion shows Mutant thoughts Of bad mouthed news It's just another birth Of distorted views"", ""The wait The wait The wait The wait"", ""The wait The wait The wait The wait"""
185,death magnetic 04 the day that never comes   ,"""Born to push you around Better just stay down You pull away, he hits the flesh, you hit the ground"", ""Mouth so full of lies Tend to black your eyes Just keep them close, keep praying, just keep waiting"", ""Waiting for the one The day that never comes When you stand up and feel the warmth But the sunshine never comes, no No, the sunshine never comes"", ""Push you across that line Just stay down this time Hide in yourself, crawl in yourself, youll have your time"", ""God Ill make them pay Take it back one day Ill end this day, Ill splatter color on this gray"", ""Waiting for the one The day that never comes When you stand up and feel the warmth But the sunshine never comes"", ""Love is a four letter word and never spoken here Love is a four letter word Here in this prison I suffer this no longer I put it into This I swear, this I swear, the sun will shine This I swear, this I swear, this I swear"""
186,the judas kiss   ,"""When the world has turned its back When the days have turned pitch black When the fear abducts your tongue When the fire's dead and gone"", ""So what now? Where go I?"", ""When you think it's all said and done"", ""When you are the ostracized Selfish written, dead goodbyes Twisting of the tourniquet When the pieces never fit"", ""So what now? Where go I?"", ""When you think it's all said and done"", ""Bow down Sell your soul to me I will set you free Pacify your demons Bow down Surrender unto me Submit infectiously Sanctify your demons Into abyss You don't exist Cannot resist The Judas kiss"", ""When the storm has blacked your sky Intuition crucify When the ego strips your reign Assassinate the living flame"", ""So what now? Where go I?"", ""When you think it's all said and done"", ""Venom of a life insane Bites into your fragile vein Internalize and decimate Patronize and complicate"", ""So what now? Where go I?"", ""When you think it's all said and done"", ""Bow down Sell your soul to me I will set you free Pacify your demons Bow down Surrender unto me Submit infectiously Sanctify your demons Into abyss You don't exist Cannot resist The Judas kiss"", ""Judas lives recite this vow I've become your new god now"", ""Followed you from dawn of time Whisper thoughts into your mind Watched your towers hit the ground Lured the children never found Helped your kings abuse their crown In the heart of feeble man Plant the seeds of my own plan The strong and powerful will fall Find a piece of me in all Inside you all So bow down Sell your soul to me I will set you free Pacify your demons Bow down Surrender unto me Submit infectiously Sanctify your demons Into abyss You don't exist Cannot resist The Judas kiss orr Judas"""
187,lespa messiah   ,"""Spineless from the start, sucked into the part Cicus comes to twon, you play the lead clown Please, please Spreading his disease, living by his story Knees, knees Falling to your knees, suffer for hid glory You will"", ""Time for lust, time for lie Time to kiss your life goodbye Send me money, send me green Heaven you will meet Make a contribution And you'll get a better seat Bow to leper messiah"", ""Marvel at his trick, need your Sunday fix Blind devotion came, rotting your brain Chain, chain Join the endless chain, taken by his glamour Fame, fameInfection is the game, stinking drunk with power We see Time for lust, time for lie Time to kiss your life goodbye Send me money, send me green Heaven you will meet Make a contribution And you'll get a better seat Bow to leper messiah"", ""Witchery, weakening Sees the sleep are gathering Set the trap, hypnotizeNow you follow"", ""Time for lust, time for lie Time to kiss your life goodbye Send me money, send me green Heaven you will meet Make a contribution And you'll get a better seat Bow to leper messiah"", ""Lie"""
188,justice medley eye of the beholderblackenedthe frayed   ,
189,stone dead forever   ,"""Get on!"", ""You think you see me In the glass You think you hear me Better listen fast I think I see you Gone to seed I hear your reason Is your guilt and greed"", ""You're out there on your own Your face turned to stone What ever happened to your life? Stone dead forever All right"", ""You're a financial wizard Yeah, a top tycoon You're a sweet long lizard With a silver spoon You know you've never had it Quite so good And you didn't know That you even could"", ""Your time has come to own Your touch turned to gold What ever happened to your life? Stone dead forever All right"", ""It's been a long time It's been a long long wait And you caught your fingers In the pearly gates You better leave your number And we'll call you You know your problem Ain't exactly new"", ""Your time has come today Your face has turned to hey What ever happened to your life? Stone dead forever That's right"""
191,cure   ,"""The man takes another bullet He keeps them all within He must seek, no matter how it hurts So don't fool again"", ""He thinks the answer's cold and his hand He takes in his medicine The man takes another bullet He's been fooled again"", ""Uncross your arms Take and throw them to the cure, say I do believe Uncross your arms now Take 'em to it, say I do believe (2x)"", ""The lies tempt her and she follows Again she lets him in She must believe to fill the hollow She's been fooled again"", ""Uncross your arms Take and throw them to the cure, say I do believe Uncross your arms now Take 'em to it, say I do believe (2x)"", ""Betting on the cure It must get better than this Betting on the cure Yeah everyone's got to have the sickness 'Cause everyone seems to need the cure Precious cure"", ""Betting on the cure 'Cause it must get better than this Betting on the cure Yeah everyone's got to have the sickness 'Cause everyone seems to need the cure Precious cure"", ""I do believe (17x)"", ""Betting on the cure Yeah, it must get better than this Need to feel secure Yeah, it's gotta get better than this It must get better than this Betting on the cure Yeah everyone's got to have the sickness 'cause everyone seems to need the cure"", ""I do believe (3x)"""
192,the memory ramains   ,"""Fortune, fame, mirror vain, gone insane But the memory remains Heavy rings on fingers wave Another star denies the grave See the nowhere crowd cry the nowhere tears of honor Like twisted vines that grow That hide and swallow mansions whole And dim the light of an already faded prima donna"", ""Fortune, fame; mirror vain; gone insane Fortune, fame; mirror vain; gone insane But the memory remains Heavy rings hold cigarettes Up to lips that time forgets"", ""While the Hollywood sun sets behind your back"", ""And can't the band play on? Just listen, they play my song Ash to ash, dust to dust, fade to black Fortune, fame; mirror vain; gone insane"", ""Fortune, fame; mirror vain; gone insane Dance little tin goddess"", ""(na-na-na-na...) Drift away, fade away, little tin goddess Ash to ash, dust to dust, fade to black Fortune, fame; mirror vain; gone insane Fortune, fame; mirror vain; gone insane But the memory remains Ash to ash, dust to dust, fade to black"", ""But the memory remains Yeah Faded prima donna, yeah, yeah Dance little tin goddess, dance (na-na-na-na...)"""
193,paraniod   ,"""Finished with my woman 'cause she couldn't help me with my mind people think I'm insane because I am Frowning all the time"", ""All day long I think of things but nothing seems to satisfy Think I'll lose my mind if I don't find something to pacify"", ""Can you help me? Occupy my brain? oh yeah"", ""I need someone to show me the things in life that I can't find I can't see the things that make true happiness, I must be blind"", ""Make a joke and I will sigh and you will laugh and I will cry Happiness I cannot feel and love to me is so unreal"", ""And so as you hear these words telling you now of my state I tell you to enjoy life I wish I could but it's too late"""
194,die die my darling   ,"""Die die die my darling Don't utter a single word Die die die my darling Just shut your pretty eyes I'll be seeing you again Yeah I'll be seeing you in hell So don't cry to me oh baby Your future's in an oblong box Don't cry to me oh baby You should have seen it a comin' on Don't cry to me oh baby Had to know it was in your power Don't cry to me oh baby Dead end goal for a dead end girl Don't cry to me oh baby And now your life drains on that floor Don't cry to me oh baby Die, die, die my darling Don't utter a single word Die, die, die my darling Just shut your pretty mouth I'll be seeing you again I'll be seeing you in hell"", ""Don't cry to me oh baby Your future's in an oblong box Don't cry to me oh baby You should have seen it a-comin' on Don't cry to me oh baby Had to know it was in your power Don't cry to me oh baby Dead-end goal for a dead-end girl Don't cry to me oh baby Now your life drains on that floor Don't cry to me oh baby Die, die, die my darling Don't utter a single word Die, die, die my darling Shut your pretty mouth I'll be seeing you again I'll be seeing you in hell Die, die, die Die, die, die Die, die, die Die..."""
195,st anger   ,"""St. Anger 'round my neck St. Anger 'round my neck He never gets respect St. Anger 'round my neck"", ""(You flush it out, you flush it out) St. Anger 'round my neck (You flush it out, you flush it out) He never gets respect"", ""(You flush it out, you flush it out) St. Anger 'round my neck (You flush it out, you flush it out) He never gets respect"", ""Fuck it all and no regrets I hit the lights on these dark sets I need a voice to let myself To let myself go free"", ""Fuck it all, fucking no regrets I hit the lights on these dark sets Medallion noose, I'll hang myself St. Anger 'round my neck"", ""I feel my world shake Like an earthquake Hard to see clear Is it me? Is it fear?"", ""Madly in anger with you I'm madly in anger with you I'm madly in anger with you I'm madly in anger with you"", ""St. Anger 'round my neck St. Anger 'round my neck He never gets respect St. Anger 'round my neck"", ""(You flush it out, you flush it out) St. Anger 'round my neck (You flush it out, you flush it out) He never gets respect"", ""(You flush it out, you flush it out) St. Anger 'round my neck (You flush it out, you flush it out) He never gets respect"", ""Fuck it all and no regrets I hit the lights on these dark sets I need a voice to let myself To let myself go free"", ""Fuck it all, fucking no regrets I hit the lights on these dark sets Medallion noose, I'll hang myself St. Anger 'round my neck"", ""I feel my world shake Like an earthquake Hard to see clear Is it me? Is it fear?"", ""Madly in anger with you I'm madly in anger with you I'm madly in anger with you I'm madly in anger with you"", ""And I want my anger to be healthy And I want my anger just for me And I need my anger not to control Yeah and I want my anger to be me"", ""And I need to set my anger free And I need to set my anger free And I need to set my anger free And I need to set my anger free"", ""Set it free"", ""Fuck it all and no regrets I hit the lights on these dark sets I need a voice to let myself To let myself go free Fuck it all, fucking no regrets I hit the lights on these dark sets Medallion noose, I'll hang myself St. Anger 'round my neck I feel my world shake Like an earthquake Hard to see clear Is it me? Is it fear? Madly in anger with you I'm madly in anger with you I'm madly in anger with you I'm madly in anger with you Madly in anger with you I'm madly in anger with you I'm madly in anger with you I'm madly in anger with you"""
196,disposable heroes   ,"""Bodies fill the fields I see Hungry heroes end No one to play soldier now No one to pretend Running blind through killing fields"", ""Bred to kill them all Victim of what said should be A servant 'til I fall Soldier boy, made of clay Now an empty shell Twenty one, only son But he served us well Bred to kill, not to care"", ""Do just as we say Finished here, greetings death He's yours to take away Back to the front You will do what I say when I say Back to the front You will die when I say you must die"", ""Back to the front You coward You servant You blind man Barking of machine gun fire"", ""Does nothing to me now Sounding of the clock that ticks Get used to it somehow More a man, more stripes you wear Glory seeker trends Bodies fill the fields I see The slaughter never ends Soldier boy, made of clay"", ""Now an empty shell Twenty one, only son But he served us well Bred to kill, not to care Do just as we say Finished here, greetings death He's yours to take away"", ""Back to the front You will do what I say when I say Back to the front You will die when I say you must die"", ""Back to the front"", ""You coward You servant You blind man Why, am I dying?"", ""Kill, have no fear Lie, live off lying Hell, hell is here (Solo) Why, am I dying? Kill, have no fear Lie, live off lying"", ""Hell, hell is here I was born for dying Life planned out before my birth Nothing could I say Had no chance to see myself Molded day by day Looking back I realize"", ""Nothing have I done Left to die with only friend Alone I clench my gun Soldier boy, made of clay Now an empty shell Twenty one, only son But he served us well Bred to kill, not to care Do just as we say Finished here, greetings death He's yours to take away Back to the front You will do what I say when I say Back to the front You will die when I say you must die Back to the front You coward You servant You blind man Back to the front"""
197,the small hours   ,"""Look hard at the darkness And you will see Just call my name and I'll be there"", ""You cannot touch me You would not dare I am the chill that's in the air"", ""And I try to get through to you In my own special way As the barriers crumble At the end of the day"", ""Dark rivers are flowing Back into the past You are the fish for which I cast"", ""And what of the future What is to be As the rivers flow into the sea"", ""And I try to get through to you In my own special way As the barriers crumble At the end of the day"", ""Do not take for granted Powers out there Don't step into the demon's lair"", ""Time is an illusion, Rising from time, Steep is the mountain which we climb."", ""And I try to get through to you, In my own special way, As the barriers crumble, At the end of the day"""
198,green hell   ,"""Originally performed by The Misfits Here in this place lies the key to your death Touch it, see it Here in this place is the means to your end Touch it, feel it Green hell"", ""You did your best as someone could I bet you never knew you would Did you run away from it? I bet you thought you were really good"", ""We're gonna burn in hell Green Hell Green Hell Like every hell but kind of green Green Hell Green Hell Try let me get back up there Green Hell Green Hell Feel it burning in your cereal Green Hell Green Hell Throw our fuckin' friends inside Green Hell Green Hell Gotta fuckin' pay and you must stay Green Hell Green Hell Cannot forget about the best Green Hell Green Hell Hell is reigning in your blood Green Hell Green Hell Gotta burn it all Green hell"", ""You did your best as someone could I bet you never knew you would And did you run away from me I bet you think they were really good"", ""Here in this place lies the key to your death Touch it, see it Here in this place sister won't let it in Touch it, feel it Green hell"", ""You did your best as someone could I bet you'd never knew you would Did you run away from it? I bet you thought you were really good You've come to this as someone told I bet you'd never knew you would Gonna bring Green hell"""
199,halo on fire   ,"""Obey, obey Come won't you stay Sincere, sincere All ends in tears Endure, endure Thoughts most impure Concede, concede But both shall we bleed"", ""Oh, Halo on fire The midnight knows it well Fast, is desire Creates another hell I fear to turn on the light For the darkness won't go away Fast, is desire Turn out the light Halo on fire"", ""Allure, allure Sweetness obscure Abide, abide Secrets inside Deprive, deprive To feel so alive Obey, obey Just don't turn away"", ""Oh, Halo on fire The midnight knows it well Fast, is desire Creates another hell I fear to turn on the light For the darkness won't go away Fast, is desire Turn out the light Halo on fire"", ""Prayers cannot get through Return to sender Unto which of you Shall I surrender Twisting in disguise Dark resurrection Lighting up the skies Wicked perfection"", ""Too dark to sleep Can't slip away Open or close My eyes betray Beyond the black Come won't you stay"", ""Hello darkness, say goodbye Hello darkness, say goodbye Hello darkness, say goodbye"""
200,mercyful fate   ,"""They're walking by the night"", ""The moon has frozen blue Long black coats a shelter for the rain Their load must get through Now bats are leaving their trees"", ""They're joining the call Seven satanic Hell preachers Heading for the hall Bringing the blood of a newborn child, yeah!"", ""Got to succeed, if not it's Satan's fall"", ""Way out in Egypt in the valley of kings"", ""Where the mummified pharaohs Pretend dead in their sleep, yeah!"", ""Don't touch, never ever steal Unless you're in for the kill Or you've been hit, by the curse of the pharaohs"", ""Yes you've been hit, and the curse is on you (Hit me!)"", ""Oh, the curse of the pharaohs can be so deadly Just destroying your future Makin' it all shady, yeah! Don't touch, never ever steal"", ""Unless you're in for the kill"", ""(In for the kill!) Or you'll be hit, by the curse of the pharaohs Yes you'll be hit, and the curse is on you"", ""Listen (Listen, Listen) yeah! I'm a corpse I'm a corpse I'm a corpse without soul Satan (Satan, Satan) yeah!"", ""He's taken He's taken He's taken his toll He took it on me"", ""I (I, I) yeah! I'm trapped I'm trapped"", ""I'm trapped in his spell"", ""Tonight (Tonight) yeah! I'm going I'm going"", ""I'm going to Hell, inside his spell"", ""Howl like a wolf And a witch will open the door Follow me, and meet our high priestess Yeah!, yeah!, come, come into my coven"", ""Yeah!, yeah!, and become Lucifer's child"", ""Undress until you're naked"", ""And put on this white coat Take this white cross and go To the center of the ring Yeah!, yeah!, come, come into my coven Yeah!, yeah!, and become Lucifer's child"", ""I was born in the cemetery Under the sign of the moon Raised from my grave by the dead And I was made a mercenary In the legions of Hell Now I'm king of pain, I'm insane! You know my only pleasure Is to hear you cry I'd love to hear you cry I'd love to see you die And I'll be the first To watch your funeral And I'll be the last to leave I'd love to hear you cry And when you're down Beyond the ground I'll dig up your body again And make love to shame Oh lady pray, and say goodbye (Goodbye!) Oh lady pray, and say goodbye Yeah!, you've gotta say goodbye Yeah!, 'cause I will eat your mind"""
201,whiskey in the jar originally recorded by thin lizzy   ,"""As I was goin' over The Cork and Kerry Mountains I saw Captain Farrell And his money, he was countin' I first produced my pistol And then produced my rapier I said, \""Stand and deliver or the devil he may take ya\"""", ""I took all of his money And it was a pretty penny I took all of his money, Yeah, and I brought it home to Molly She swore that she loved me, No, never would she leave me But the devil take that woman, Yeah, for you know she tricked me easy"", ""Musha rain dum a doo, dum a da Whack for my daddy, oh Whack for my daddy, oh There's whiskey in the jar, oh"", ""Being drunk and weary I went to Molly's chamber Takin' Molly with me But I never knew the danger For about six or maybe seven, Yeah, in walked Captain Farrell I jumped up, fired my pistols And I shot him with both barrels"", ""Yeah, musha rain dum a doo, dum a da, ha, yeah Whack for my daddy, oh Whack for my daddy, oh There's whiskey in the jar, oh"", ""Yeah, whiskey, yo, whiskey Oh, oh, yeah Oh, oh, yeah"", ""Now some men like a fishin' But some men like the fowlin' Some men like to hear, To hear the cannonball roarin' Me, I like sleepin', 'Specially in my Molly's chamber But here I am in prison, Here I am with a ball and chain, yeah"", ""Musha rain dum a doo, dum a da, heh, heh Whack for my daddy, oh Whack for my daddy, oh There's whiskey in the jar, oh, yeah Whiskey in the jar, oh"", ""Musha rain dum a doo, dum a da Musha rain dum a doo, dum a da, hey Musha rain dum a doo, dum a da Musha rain dum a doo, dum a da, yeah"""
202,invisible kid   ,"""Invisible kid Never see what he did Got stuck where he hid Fallen through the grid"", ""Invisible kid Got a place of his own Where he'll never be known Inward he's grown"", ""Invisible kid Never see what he did Got stuck where he hid Fallen through the grid"", ""Invisible kid Got a place of his own Where he'll never be known Inward he's grown"", ""Invisible kid Locked away in his brain From the shame and the pain World down the drain"", ""Invisible kid Suspicious of your touch Don't want no crutch But it's all too much"", ""Invisible kid Locked away in his brain From the shame and the pain World down the drain"", ""Invisible kid Suspicious of your touch Don't want no crutch But it's all too much"", ""I hide inside, I hurt inside I hide inside but I'll show you..."", ""I'm OK, just go away Into distance let me fade I'm OK, just go away I'm OK, but please don't stray too far"", ""Open your heart, I'm beating right here Open your mind, I'm being right here (right now) Open your heart, I'm beating right here Open your mind, I'm being right here (right now)"", ""Invisible kid Never see what he did Got stuck where he hid Fallen through the grid"", ""Invisible kid Got a place of his own Where he'll never be known Inward he's grown"", ""Invisible kid Never see what he did Got stuck where he hid Fallen through the grid"", ""Invisible kid Got a place of his own Where he'll never be known Inward he's grown"", ""I hide inside, I hurt inside I hide inside but I'll show you..."", ""I'm OK, just go away Into distance let me fade I'm OK, (I'm OK) just go away I'm OK, (I'm OK) but please don't stray too far"", ""Open your heart, I'm beating right here Open your mind, I'm being right here (right now) Open your heart, I'm beating right here Open your mind, I'm being right here (right now)"", ""Ooh, what a good boy you are Out of the way and you're kept to yourself Ooh, can't you see that he's not here He doesn't want the attention you give Ooh, unplugging from it all Invisible kid floats alone in his room Ooh, what a quiet boy you are He looks so calm floating 'round and around in himself"", ""Invisible kid Locked away in his brain From the shame and the pain World down the drain"", ""Invisible kid Suspicious of your touch Don't want no crutch But it's all too much Invisible kid Locked away in his brain From the shame and the pain World down the drain Invisible kid Suspicious of your touch Don't want no crutch But it's all too much I hide inside, I hurt inside I hide inside but I'll show you... I'm OK, just go away Into distance let me fade I'm OK, (I'm OK) just go away I'm OK, (I'm OK) but please don't stray too far Open your heart, I'm beating right here Open your mind, I'm being right here (right now) Open your heart, I'm beating right here Open your mind, I'm being right here (right now)"""
