,Song_name,eric-clapton
322,broken down   ,"""Everything was wonderful When you were in my life Yesterday we were on a roll, baby Then we end up in a fight And everywhere I look, I see problems Where I never seen before The cracks in the sidewalk When I get home my key don't even, fit the door"", ""The moon don't shine (It's broken down) The clouds are crying (They're broken down) The car won't start (It's broken down) And this shattered heart (It's broken down) My whole damn world (It's broken down) Since you left me girl (I've broken down)"", ""Stepped downside into the night I took a walk around the block I stopped by the Church that I used to go inside But even that door was locked So I came back home, feeling so alone A light had burned out in a hall My TV is broke, said I'm out of smoke There's no one I can even call"", ""The moon don't shine (It's broken down) The clouds are crying (They're broken down) The car won't start (It's broken down) And this shattered heart (It's broken down) My whole damn world (It's broken down) Since you left me girl (I've broken down) Said my whole damn world (It's broken down) Since you left me girl (I've broken down)"", ""Till you come back, come back to me I'm gonna be broken down Till you come back, come back to me I'm gonna be broken down (It's broken down) (It's broken down) (It's broken down) (It's broken down) (It's broken down) (It's broken down) (It's broken down)"", ""The moon don't shine (It's broken down) The clouds are crying (They're broken down) The car won't start (It's broken down) And this shattered heart (It's broken down) I mean my whole damn world (It's broken down) Since you left me girl (I've broken down)"", ""I mean my whole damn world (It's broken down) Since you left me girl (I've broken down) My whole damn world (It's broken down) (It's broken down) Since you left me girl (It's broken down) (It's broken down) (It's broken down) ..."""
323,eyesight to the blind   ,"""You talk about your woman, I wish you could see mine. You talk about your woman, I wish you could see mine. Every time she starts to loving She brings eyesight to the blind."", "" Her daddy gave her magic, I can tell by the way she walks. Daddy gave her lots of magic, I can tell by the way she walks. Every time she starts a-shakin', The dumb begin to talk."", "" She has got the power to heal you, Never fear. She has got the power to heal you, Never fear. Just one word from her lips And the deaf can hear."""
324,funk 49   ,
325,may you never   ,"""May you never lay your head down without a hand to hold May you never make your bed out in the cold And may you never lose your temper if you get hit in a barroom fight May you never lose your woman overnight"", ""Well, you're just like a great strong sister to me And I know that your love is true And you hold no blade for to stab me in my back I know that there's some that do"", ""So please, won't you please, won't you bear it in mind Love is a lesson to learn in our time Please, won't you please, bear it in mind for me"", ""And may you never lay your head down without a hand to hold May you never make your bed out in the cold And may you never lose your temper if you get hit in a barroom fight May you never lose your woman overnight"", ""Well, you're just like a great strong brother to me And I know that your love is true And you never talk dirty behind my back I know that there's some that do"", ""So please, won't you please, won't you bear it in mind Love is a lesson to learn in our time Please, won't you please, bear it in mind for me"", ""And may you never lay your head down without a hand to hold May you never make your bed out in the cold And may you never lose your temper if you get hit in a barroom fight May you never lose your woman overnight"", ""May you never lose your woman overnight May you never lose your woman overnight"""
326,dixie   ,
327,dear mrfantasy   ,"""Dear Mr. Fantasy play us a tune Something to make us all happy Do anything, take us out of this gloom Sing a song, play guitar, make it snappy"", ""You are the one who can make us all laugh But doing that you break out in tears Please don't be sad if it was a straight mind you had We wouldn't have known you all these years"", ""Dear Mr. Fantasy play us a tune Something to make us all happy Do anything, take us out of this gloom Sing a song, play guitar, make it snappy, yeah yeah"", ""Dear Mr. Fantasy play us a tune Something to make us all happy Do anything, take us out of this gloom Sing a song, play guitar, make it snappy"", ""You are the one who can make us all laugh But doing that you break out in tears Please don't be sad if it was a straight mind you had We wouldn't have known you all these years"""
328,our love is here to stay   ,"""It's very clear Our love is here to stay Not for a year But ever and a day"", ""The radio and the telephone And the movies that we know May just be passing fancies, And in time may go"", ""But, oh my dear, Our love is here to stay Together we're Going a long, long way"", ""In time the Rockies may crumble, Gibraltar may tumble, They're only made of clay, But our love is here to stay"", ""Oh my dear, Our love is here to stay Together we're Going a long, long way"", ""In time the Rockies may crumble, Gibraltar may tumble, They're only made of clay, But our love is here to stay Our love is here to stay."""
329,bell bottom blues   ,"""Inikah caranya kau membunuh cinta Jiwaku berdarah dah ditikam dusta Hanyut tak berdaya Lumpuh tak bermaya"", ""Perihnya hatiku dihukum tersiksa Di sangkar terkurung meringkuk durjana Sudah cukup sudah puas ku merana"", ""Biar Biarkanlah aku meronta Untuk menerima segalanya Lepaskan ku dari jerutan kalbu Kisah dua mukamu"", ""Perihnya hatiku dihukum tersiksa Di sangkar terkurung meringkuk durjana Sudah cukup sudah puas ku merana"", ""Biar Biarkanlah aku meronta Untuk menerima segalanya Lepaskan ku dari jerutan kalbu Kisah dua mukamu"", ""Jika ku mati hidup kembali Kau takkan ku rujuk semula"", ""Biar Biarkanlah aku meronta Untuk menerima segalanya Lepaskan ku dari jerutan kalbu Biar Biarkanlah aku meronta Untuk menerima segalanya Lepaskan ku dari jerutan kalbu Kisah dua mukamu"""
330,congo square   ,
331,hell hound on my trail   ,"""I got to keep movin' I got to keep movin' blues fallin' down like hail blues fallin' down like hail Umm mmm mmm mmm blues fallin' down like hail blues fallin' down like hail And the days keeps on worryin' me there's a hellhound on my trail hell hound on my trail hell hound on my trail"", ""If today was Christmas Eve If today was Christmas Eve and tomorrow was Christmas Day If today was Christmas Eve and tomorrow was Christmas Day spoken: Aow, wouldn't we have a time, baby?"", ""All I would need my little sweet rider just to pass the time away, huh huh to pass the time away"", ""You sprinkled hot foot powder, mmm mmm, around my door all around my door You sprinkled hot foot powder all around your daddy's door, hmm hmm hmm It keep me with ramblin' mind, rider every old place I go every old place I go"", ""I can tell the wind is risin' the leaves tremblin' on the tree Tremblin' on the tree I can tell the wind is risin' leaves tremblin' on the tree hmm hmm hmm mmm All I need's my little sweet woman and to keep my company, hey hey hey hey my company"""
332,its too late   ,"""(Chorus:) It's too late, she's gone. It's too late, my baby's gone. Wish I had told her she was my only one. It's too late, she's gone."", ""It's a woman that cries, So I guess I've gotta hide my eyes. Yes, I will miss her more than anyone. It's too late, she's gone."", ""She's gone, yes she's gone. She's gone, my baby's gone. She's gone, yes she's gone. Where can my baby be?"", ""And I wonder does she know When she left me, it hurt me so. I need your love babe, please don't make me wait. Tell me it's not too late."", ""(Chorus)"", ""(Repeat Third Verse)"""
333,love dont love nobody   ,"""Sometimes a girl Will come and go You reach for love But life wont let ya know That in the end You'll still be lovin her But then shes gone You're all alone"", ""Sign of pain Is on my face, well My hearbeat stops But I wont take the blame, no no I gave her all the love I had within My love was strong Somethin went wrong, no! no!"", ""It takes a fool to learn Yes sir That love don't love nobody Love love love love love love It takes a fool to learn Yes it does, girl That love don't love no one"", "" That love don't love no one It takes a fool to learn Stop to think about it, well That love don't love nobody Oh! Oh no! It takes a fool to learn When youre down and out, shout about it That love don't love no more Tell the world, oooh babe No more... Ohhhhhh, babe It takes a fool to learn Gotta be more careful about myself That love don't love nobody It takes a fool to learn Woah baby, took me a long time to learn, to learn, well"", ""That love don't love no one It takes a fool to learn I was a fool, you were a fool That love don't love nobody Now we got love, we need love It takes a fool to learn"""
334,im your witch doctor   ,"""I'm your witchdoctor, got the evil eye, Got the power of the devil, I'm the conjuror guy. Gonna teach you love at the midnight hour, Gonna feel you burning like a passion flower."", ""Hey hey, hey hey hey, hey. Hey hey, hey hey hey, hey. Your witchdoctor, your witchdoctor, got my eyes on you."", ""I was born in the country and I lived in the trees. I got my voodoo from the birds and the bees. Gonna teach you love at the midnight hour, Gonna feel you burning, little passion flower."", ""Chorus"", ""Repeat First Verse"", ""Chorus"", ""I've got my mean old spell on you, I've got my mean old spell on you, Your witchdoctor, your witchdoctor, got my eyes on you."""
335,if i dont be there by morning   ,"""by Bob Dylan and Helena Springs"", ""Blue sky upon the horizon, Private eye is on my trail, And if I don't be there by morning You know that I must have spent the night in jail."", ""I've been running from Memphis to L. A. Had an appointment set sometime for today, And if I don't be there by morning You know that I must have gone the other way."", ""Finding my way back to you girl, Lonely and blue and mistreated too. Sometimes I think of you girl, Is it true that you think of me too?"", ""I got a woman living in L. A. I got a woman waiting for my pay, And if I don't be there by morning, Pack my clothes, get down on your knees and pray."", ""Chorus"", ""I left my woman with a twenty dollar bill. I left her waiting, I hope she's waiting for me still. If I don't be there by morning You know that I, I never will."""
336,modern girl   ,"""She's a modern girl, in a modern world Where only the strong can survive Too many dreams have been laid at her door But the modern girl will ride on, oh oh oh"", ""Where would you fit in a scheme of her day And where could you fit in her heart? Trying to be small would get you nowhere at all But the modern girl will ride on, oh oh oh"", ""Don't throw your love away (Hey, hey) Don't throw your love away (Hey, hey) Don't throw your love away Don't throw your love away (Hey, hey)"", ""She moves through your life like a warm summer breeze And nothin' will stand in her way The sound of her voice brings your heart to its knees But the modern girl will ride on, oh oh oh"", ""Don't throw your love away Don't throw your love away (Hey, hey) Don't throw your love away (Hey, hey) Don't throw your love away (Hey, hey, hey, hey)"", ""Don't throw your love away (Hey, hey) Don't throw your love away (Hey, hey) Don't throw your love away (Hey, hey)"""
337,a certain girl by naomi neville   ,"""Well, there's a certain girl I've been in love with a long, long time What's her name? I can't tell you Ahh I can't reveal her name until she's mine What's her name? I can't tell you Ahh"", ""I've tried to make her time and time again Still we're introduced as nothing but friends And there's a certain girl I've been in love with a long, long time What's her name? I can't tell you Ahh"", ""There's a certain chick I've been sweet on since I met her What's her name? I can't tell you Ahh I can't reveal her name until I get her What's her name? I can't tell you Ahh"", ""Someday I'm gonna wake up and say Yeah I'll do anything just to be your slave And there's a certain girl I've been in love with a long, long time What's her name? I can't tell you Ahh"", ""There's a certain girl I've been in love with a long, long time What's her name? I can't tell you Ahh I can't reveal her name until she's mine What's her name? I can't tell you Ahh"", ""I've tried to make her time and time again Yeah Still we're introduced as nothing but friends And there's a certain girl I've been in love with a long, long time What's her name? I can't tell you Ahh"", ""I can't tell you What's her name? I can't tell you What's her name? I can't tell you What's her name? I can't tell you Ahh"", ""I can't tell you What's her name? I can't tell you What's her name? I can't tell you What's her name? I can't tell you Ahh"", ""I can't tell you What's her name? I can't tell you What's her name? I can't tell you What's her name? I can't tell you ..."""
338,ill be there if you ever want me   ,"""There ain't no chains strong enough to hold me Ain't no breeze big enough to slow me I've never have seen a river that's too wide There ain't no jail tight enough to lock me Ain't no man big enough to stop me I'll be there if you ever want me by your side"", ""There ain't no rope stout enough to bind me Look for me, honey, you will find me Any old time, get ready with your charm"", ""I'll be there ready and a-waiting There won't be any hesitating I'll be there if you ever want me in your arms"", ""Love me, if you're ever going to love me I've never have seen a road too rough to ride"", ""There ain't no chain strong enough to hold me Ain't no breeze big enough to slow me I'll be there if you ever want me by your side"", ""Love me, if you're ever going to love me I've never have seen a road too rough to ride"", ""There ain't no chain strong enough to hold me Ain't no breeze big enough to slow me I'll be there if you ever want me by your side"""
339,camp montage   ,
340,anyone for tennis   ,
341,layla acoustic live   ,"""What will you do when you get lonely? No one waiting by your side You've been running and hiding much too long You know it's just your foolish pride"", ""Layla Got me on my knees Layla Begging darling please Layla Darling won't you ease my worried mind?"", ""Tried to give you consolation Your old man had let you down Like a fool I fell in love with you You turned my whole world upside down"", ""Layla Got me on my knees Layla Begging darling please Layla Darling won't you ease my worried mind?"", ""Make the best of the situation For I finally go insane Please don't say we'll never find a way Tell me all my love's in vain"", ""Layla Got me on my knees Layla Begging darling please Layla Darling won't you ease my worried mind?"", ""(yeah, yeah, yeah, yeah)"", ""Layla Got me on my knees Layla Begging darling please Layla Darling won't you ease my worried mind?"", ""(yeah, yeah, yeah, yeah) Layla Got me on my knees Layla Begging darling please Layla Darling won't you ease my worried mind?"", ""Layla Got me on my knees Layla Begging darling please Layla Darling won't you ease my worried mind?"""
342,blue eyes blue   ,"""I thought that you'd be loving me I thought you were the one who'd stay forever But now forever's come and gone And I'm still here alone"", ""'Cause you were only playing You were only playing with my heart I was never waiting, I was never waiting for the tears to start It was you"", ""Who put the clouds around me It was you Who made the tears fall down It was you Who broke my heart in pieces"", ""It was you, it was you Who made my blue eyes blue Oh, Never should have trusted you I thought that I'd be all you need"", ""In your eyes I thought I saw my heaven And now my heavens gone away And I'm out in the cold 'Cause you had me believing"", ""You had me believing in a lie Guess I couldn't see it Guess I couldn't see it till I saw goodbye It was you Who put the clouds around me"", ""It was you Who made the tears fall down It was you Who broke my heart in pieces"", ""It was you, it was you Who made my blue eyes blue"", ""Oh, Never should have trusted you ' Cause you were only playing You were only playing with my heart I was never waiting I was never waiting for the tears to start"", ""It was you Who put the clouds around me It was you It was you Who put those clouds around me It was you Who made the tears fall down Only you Who broke my heart in pieces It was you It was you Who made my blue eyes blue oh, never should have trusted you oh, never should have trusted you oh, never should have trusted you oh, never should have trusted you"""
343,city love   ,
344,one track mind   ,"""Tossin & turning all night long Down in my pillow felt so strong I had to get up and write this song Tell me, where do we go from here"", ""I'd give anything to make you see Your brand of lovin were made for me What can I do to make you see that with you I can't go wrong"", ""All I do is pray That you would come my way No doubt about it, I've got a one track mind"", ""You took my breathe so easily And you touched my heart so carefully And you give your love so tenderly And you can't do nothin' wrong"", ""Cause I got not time for no one else And I got no love for no one else Cause I don't believe in no one else With you I do belong"", ""chorus As far as I can see, (as far as I can see) the only one for me No doubt about it, I've got a one track mind As far as I can see, (as far as I can see) the only one for me No doubt about it, I've got a one track mind"", ""You take my breathe so easily You touched my heart so carefully You give your love so crazily You can't do nothin' wrong"", ""Chorus repeats"""
345,christmas tears   ,"""I hear sleigh bells ring I haven't heard a word from you in years I hear sleigh bells ringin' But I haven't heard a word from you in years I hear choirs singin' And I'm just sittin' here cryin' Christmas tears"", ""Everybody's singin' \""Merry Christmas\"" As they watch the starry sky filled with reindeer Everybody's singin' \""Merry Christmas\"" As they watch the starry sky filled with reindeer I'm smilin' on the outside But on the inside I'm cryin' Christmas tears"", ""You been gone such a long, long time But it's Christmas and I can't get you off of my mind Seems like you been gone a hundred years or more But if you were here with me now I'd hang \""Merry Christmas\"" on my door"", ""I need ya darling Kiss and hold me tight I need ya darling On a lonely Christmas night And as I sit and think of the lonely years I can't help but cry, oh, Christmas tears Oh, Christmas tears"""
346,last night   ,"""(by Eric Clapton)"", ""Last night, I lost the best friend I ever had. Last night, I lost the best friend I ever had. She's gone away and left me; that makes me feel so bad."", ""It's early in the morning and my love is coming down to you. It's early in the morning and my love is coming down to you. I'll love you, love you, baby, till I don't know what to do."", ""Last night, I lost the best friend I ever had. Last night, I lost the best friend I ever had. Now you've gone away and left me; that makes me feel so bad."""
347,i will be there   ,"""When times are hard And friends are few And you need someone To help you through Just call my name And I'll come running to your side Don't be afraid, don't be afraid"", ""I will be there (When you are lost, lost in the night Nowhere to turn) I will be there (Don't be afraid, don't be afraid)"", ""When morning comes And nothing's changed And the world outside Plays the same old game Just call on me And I will ease your lonely heart Don't be afraid, don't be afraid"", ""I will be there (When you are lost, lost in the night Nowhere to turn) I will be there (Don't be afraid, don't be afraid) I will be there (When everyone that you believed Still lets you down) I will be there (Don't be afraid, don't be afraid)"", ""I will be there, don't be afraid I will be there, don't be afraid When morning comes And nothing's changed And the world outside Plays the same old game When everyone still lets you down I will be there When times are hard And friends are few And you need someone to help you through I will be there, don't be afraid I will be there, don't be afraid I will be there"""
348,got you on my mind   ,"""I've got you on my mind I'm feeling kind of sad and low Got you on my mind Feeling kind of sad and low I'm wondering where you are Wondering why you had to go"", ""Tears begin to fall Every time I hear your name Tears begin to fall Every time I hear your name But since you went away Nothing seems to be the same"", ""No matter how I try My heart just don't see why I can't forget you If ever it should be You want to come back to me You know I'd let you"", ""I've got you on my mind I'm feeling kind of sad and low Got you on my mind Feeling kind of sad and low I'm wondering where you are Wondering why you had to go"", ""Tears begin to fall Every time I hear your name Tears begin to fall Every time I hear your name But since you went away Nothing seems to be the same"", ""I've got you on my mind I'm feeling kind of sad and low Got you on my mind Feeling kind of sad and low I'm wondering where you are Wondering why you had to go"", ""I'm wondering where you are Wondering why you had to go I'm wondering where you are Wondering why you had to go"""
349,christmas in my hometown   ,"""I'd love to spend this Christmas with the folks in my hometown Just to have the gang around, friendly folks in my hometown I long to see the candles in the windows glow so bright And the Christmas Trees glitter in the breeze Seem to say welcome home tonight"", ""Christmas carols softly singing by the fireside all aglow, (fireside all aglow) Children's laughter gaily ringing as they battle in the snow (Oh-ho-ho-ho) My heart is winging homeward as the snow comes fallin' down I love to spend this Christmas with the folks in my hometown"", ""Christmas carols softly singing by the fireside all aglow, (fireside all aglow) Children's laughter gaily ringing as they battle in the snow (Oh-ho-ho-ho) My heart is winging homeward as the snow comes fallin' down Oh, I love to spend this Christmas with the folks in my hometown Friendly folks in my hometown"", ""One more, one more, one more"""
350,little man youve had a busy day   ,"""Little man, you're cryin', I know why you're blue Someone took your kiddy-car away You better go to sleep now Little man, you've had a busy day"", ""Johnny won your marbles, tell you what we'll do Dad'll get you new ones right away Time to go to sleep now Little man, you've had a busy day"", ""Put away your soldiers, the battle has been won The enemy is out of sight Come along there soldier, put away your gun The war is over for tonight"", ""Time to stop your schemin', time your day was through Listen what the jukebox softly say Time to go to sleep now Little man, you've had a busy day"", ""Time to stop your schemin', time your day was through Listen what the jukebox softly say Time to go to sleep now Little man, you've had a busy day Time to go to sleep now Little man, you've had a busy day"""
351,mean old frisco   ,"""Well that mean old dirty frisco and that low down santa fe. mean old frisco and that low down santa fe. you know they take my girl away, lord, and blow back out on me."", ""well my mama, she done told me, and my papa told me too. mama told me and my papa told me too. a woman that gets in your face, lord she ain't no friend for you."", ""well i'm goin' away now baby and i won't be back until fall. goin' away, baby. lord, i won't be back till fall. if i don't come back by then, lord, i won't be back at all."", ""{alternate verse} well i'm goin' away baby and your cryin' won't make me stay. goin' away baby and your cryin' won't make me stay. well the more you cry, little girl, if anything you'll drive me away."", ""well that mean old dirty frisco and that low down santa fe. mean old frisco and that low down santa fe. gonna take my gal away, lord, and blow back out on me."""
352,all your love   ,"""(by otis rush and willie dixon)"", ""All the love I miss loving, all the kiss I miss kissing. All the love I miss loving, all the kiss I miss kissing. Before I met you baby, never knew what I was missing."", ""All your love, pretty baby, that I got in store for you. All your love, pretty baby, that I got in store for you. I love you pretty baby, well I say you love me too."", ""All your loving, pretty baby, all your loving, pretty baby. All your loving, pretty baby, all your loving, pretty baby. Since I first met you baby, I never knew what I was missing."", ""Hey, hey baby, hey, hey baby. Yeah, yeah, yeah, yeah, yeah, baby, oh, oh, baby. Since I first met you baby, never knew what I was missing."""
353,lies   ,"""You told me this, you told me that You try to tell me, tell me where it's at You said you loved me, I can see through that Lies, lies, lies"", ""You left me hangin', hangin' from a limb You said you loved me, then you left with him Lord, you did it to me, I see it in your eyes Lies, lies, lies"", ""Tell me baby, why you take my time You get a thrill off playing with my mind Lord, you did it to me, I see it in your eyes Lies, lies, lies"""
354,cypress grove   ,"""I would rather to be buried In some cypress grove I would rather to be buried In some cypress grove Than to have a contrary woman Lord, I never can control"", ""And when yo' knee bones Go to achin' An your body gettin' cold When yo' knee bones Go to achin' And yo' body gettin' cold You know, you jes' gettin' ready Honey, for some cypress grove"", ""Then I would rather be buried Six feet in the clay Then I would rather to be buried Six feet in the clay Then to be way up here In New York City Honey, treated this't-a-way"", ""An I will drink muddy water I'll sleep in a hollow log I will drink muddy water Sleep in a hollow log Befo' I stay up here Honey, treated like a dog"", ""Yes, I'm goin' away Honey, don't you want to go? Yes, I'm goin' away Honey, don't you wants to go? I'm scared to go back down south Them people goin' kill me, sho'"", ""I'm gonna sing this song An I ain't goin' to sing no mo' I'm goin' to sing this song, an I I ain't goin' to sing no mo' Because my time has done got precious Baby, Lord, just got I've got to go, yeah"""
355,ive got a rocknroll heart   ,"""I've got a feeling we could be serious, girl Right at this moment, I could promise you the world Before we go crazy, before we explode There's something 'bout me, baby, you got to know, you got to know"", ""I get off on '57 Chevys I get off on screaming guitar Like the way it hits me every time it hits me I've got a rock n' roll, I've got a rock n' roll heart"", ""Feels like we're falling into the arms of the night So if you're not ready, don't be holdin' me so tight I guess there's nothing left for me to explain Here's what you're gettin' and I don't want to change, I don't want to change"", ""I get off on '57 Chevys I get off on screaming guitar Like the way it hits me every time it hits me I've got a rock n' roll, I've got a rock n' roll heart"", ""I don't need to glitter, no Hollywood All you got to do is lay it down and you lay it down good"", ""Well I get off on '57 Chevys Well I get off on screaming guitar Like the way it hits me every time it hits me I've got a rock n' roll, I've got a rock n' roll heart"", ""I've got a, you've got a rock n' roll heart I've got a, you've got a rock n' roll heart I've got a, you've got a rock n' roll heart I've got a, you've got a rock n' roll heart"""
357,had to cry today   ,"""It's already written that today will be one to remember The feeling's the same as being outside of the law Had to cry today Well, I saw your sign and I missed you there I'm taking the chance to see the wind in your eyes while I listen You say you can't reach me but you want every word to be free Had to cry today Well, I saw your sign and I missed you there It's already written that today will be one to remember The feeling's the same as being outside of the law Had to cry today Well, I saw your sign and I missed you there I'm taking the chance to see the wind in your eyes while I listen You say you can't reach me but you want every word to be free Had to cry today Well, I saw your sign and I missed you there"""
358,pretending   ,"""How many times must we tell the tale?"", ""How many times must we fall? Living in lost memory You just recalled Working on the sound of the band"", ""Trying to get the music right Two go out working Three stay home at night That's when she said she was pretending"", ""Like she knew the plan That's when I knew she was pretending Pretending to understand Pretending, pretending Pretending, pretending Satisfied but lost in love"", ""Situations change You're never who you used to think you are How strange That's when she said she was pretending"", ""Like she knew the plan That's when I knew she was pretending Pretending to understand Pretending, pretending Pretending, pretending I get lost in alibis"", ""Sadness cant prevail Everybody knows strong love Cant fail Don't be pretending about how you feel Don't be pretending that your love is real Don't be pretending about how you feel Don't be pretending that your love is real Pretending, pretending Pretending, pretending"""
359,black rose   ,"""The dogs are howlin' at the midnight moon I'm on my way to where the black rose blooms The mountain's high, the night is cold I feel the sunshine, a black rose grows"", ""Together again, we're as common as sin, they say We just walk around the stones they throw Night after night, we steal away to where Love don't see no colors in the shadows A love don't see no colors in the shadows"", ""Wind in the willows, wild and warm Just like the woman lyin' here in my arms Water's deep, cold and still I love the feelin' that the black rose gives"", ""Together again, we're as common as sin, they say We just walk around the stones they throw Night after night, we steal away to where Love don't see no colors in the shadows Love don't see no colors in the shadows"", ""Together again, we're as common as sin, they say We just walk around the stones they throw Night after night, we steal away to where Love don't see no colors in the shadows Love don't see no colors in the shadows Love don't see no colors in the shadows"""
360,crying eyes   ,"""It ain't easy drying these crying eyes of mine It ain't easy drying these crying eyes of mine"", ""I get so lonely, lonely, lonely It ain't easy drying these crying eyes of mine"", ""What can you do when those tears make you blind What can you do when those tears make you blind"", ""I get so lonely, lonely, lonely What can you do when those tears make you blind"", ""I get so lonely, lonely, lonely What can you do when those tears make you blind"", ""I get so lonely, lonely, lonely It ain't easy drying these crying eyes of mine"""
361,ive got a rock n roll heart   ,"""I've got a feeling we could be serious, girl Right at this moment, I could promise you the world Before we go crazy, before we explode There's something 'bout me, baby, you got to know, you got to know"", ""I get off on '57 Chevys I get off on screaming guitar Like the way it hits me every time it hits me I've got a rock n' roll, I've got a rock n' roll heart"", ""Feels like we're falling into the arms of the night So if you're not ready, don't be holdin' me so tight I guess there's nothing left for me to explain Here's what you're gettin' and I don't want to change, I don't want to change"", ""I get off on '57 Chevys I get off on screaming guitar Like the way it hits me every time it hits me I've got a rock n' roll, I've got a rock n' roll heart"", ""I don't need to glitter, no Hollywood All you got to do is lay it down and you lay it down good"", ""Well I get off on '57 Chevys Well I get off on screaming guitar Like the way it hits me every time it hits me I've got a rock n' roll, I've got a rock n' roll heart"", ""I've got a, you've got a rock n' roll heart I've got a, you've got a rock n' roll heart I've got a, you've got a rock n' roll heart I've got a, you've got a rock n' roll heart"""
362,circus   ,"""Little man with his eyes on fire and his smile so bright In his hands are the toys you gave to fill his heart with delight And in the ring stands a circus clown holding up a knife What you see and what you will hear will last you for the rest of your life"", ""And it's sad, so sad, there ain't no easy way 'round And it's sad, so sad, all you friends gather 'round 'Cause the circus left town"", ""Little man with his heart so pure and his love so fine Stick with me and I'll ride with you till the end of the line Hold my hand and I'll walk with you through the darkest night When I smile I'll be thinkin' of you and every little thing will be all right"", ""And it's sad, so sad, there ain't no easy way 'round And it's sad, so sad, all you friends gather 'round 'Cause the circus left town"", ""And it's sad, so sad, there ain't no easy way 'round And it's sad, so sad, all you friends gather 'round 'Cause the circus left town"", ""Circus left town, left town Circus left town, left town"""
363,born to lose   ,"""Born to lose, I've lived my life in vain Every dream has only brought me pain All my life I've always been so blue Born to lose, and now I'm losing you"", ""Born to lose, it seems so hard to bear How I long to always have you near You've grown tired and now you say we're through Born to lose, and now I'm losing you"", ""Born to lose, my every hope is gone It's so hard to face each empty dawn You were all the happiness I knew Born to lose, and now I'm losing you Born to lose, and now I'm losing you."""
364,born in time   ,"""In the lonely night, In the stardust of a pale moonlight, I think of you in black and white When we were made of dreams."", ""I walked alone through the shaky streets, Listening to my heart beat In the record-breaking heat When we were born in time."", ""Just when I thought you were gone, you came back Just when I was ready to receive you. You were smooth, you were rough, You were more than enough. Ah babe, why did I ever leave you Or believe you?"", ""In the rising curve, Where the ways of nature will test every nerve, I took you close and got what I deserve When we were born in time."", ""Just when I knew who to thank, you went blank Just as the firelight was gleaming. You were snow, you were rain, You were stripes and you were plain. Oh babe, can it be you've been scheming Or was I dreaming?"", ""In the hills of mystery, In the foggy web of destiny, You're still so deep inside of me When we were born in time."""
365,bad influence   ,"""You use me to get you anything you wanted. Oh, but I'm a changed man now, baby, And your other friend can get you what you want now. If I go through those same things again, I'll be worse off than I started."", ""Girl, you're such a bad influence And you've got ways to make me do what you want. Girl, you're such a bad influence; I've got to stay away."", ""I've been hurt in all of the worst kind of ways, And it's you pretty baby, I've just got to stay away from. I won't go through those same things again; I'm so glad that we parted."", ""Girl, you're such a bad influence And you've got ways to make me do what you want. Girl, you're such a bad influence; I've got to stay away."", ""Somebody please, you've got to help me break away. You know I don't like this lonely feeling. It wasn't meant to be this way. I won't go through those same things again; I'm so glad we parted."", ""Girl, you're such a bad influence And you've got ways to make me do what you want. Girl, you're such a bad influence; I've got to stay away."", ""You're such a bad influence; And I have got to stay away. You're such a bad influence; I've got to stay away from you, baby. I've got to stay away."""
366,every little thing   ,"""Well it's a cloud in morning But I got the sun in my life I wanna feel what forever feels like With you by my side."", ""People trying to sell your freedom But they never been held by your love"", ""Every little thing, every little thing Your love is all I see. Every little thing, every little thing You make me feel complete. All the little things, all the little things Can wait until tomorrow, Every little thing, every little thing Your love is all I need."", ""And I get lost in my instant time. And I go somewhere else instead When all you wanna do is love me You can wait so patiently. Pull me closer just by looking And I'll fall in love all over again."", ""Every little thing, every little thing Love is all I see Every little thing, every little thing You make me feel complete All the little things, all the little things They can wait until tomorrow, Every little thing, every little thing Your love is all I need."", ""Give me a piece of your heart Give me a piece of your heart Give me a piece of your heart I'll give you a piece of my heart."", ""Every little thing, every little thing Your love is all I see Every little thing, every little thing You can make me feel complete All the little things, all the little things They can wait until tomorrow, Every little thing, every little thing I wanna hear my children sing."", ""Every little thing you do is beautiful Open your heart and let the love come in Every little thing you do is beautiful Beautiful, so beautiful Open your heart and let the love come in It sound no."", ""Every little thing you do is beautiful Open your heart and let the love come in Every little thing you do is beautiful Beautiful, beautiful Every little thing you do is beautiful Open your heart and let your love come in Every little thing you do is beautiful Beautiful so beautiful Every little thing you do is beautiful Open your heart and let your love come in."""
367,another man   ,
